numerical = -5.959517768416014438e-02   exact = -5.959517768416184441e-02
numerical = 1.898662619038189725e-02   exact = 1.898662619038015559e-02
numerical = 9.745113732111833349e-02   exact = 9.745113732110949334e-02
numerical = 1.753136293690275294e-01   exact = 1.753136293690239211e-01
numerical = 2.520930950587353392e-01   exact = 2.520930950587337294e-01
numerical = 3.273152176733142849e-01   exact = 3.273152176733181706e-01
numerical = 4.005153012173535143e-01   exact = 4.005153012173568450e-01
numerical = 4.712411411464225153e-01   exact = 4.712411411464144662e-01
numerical = 5.390558179287655571e-01   exact = 5.390558179287611162e-01
numerical = 6.035403961815901663e-01   exact = 6.035403961815988261e-01
numerical = 6.642965127075265430e-01   exact = 6.642965127075206588e-01
numerical = 7.209488374431631819e-01   exact = 7.209488374431487490e-01
numerical = 7.731473921171749808e-01   exact = 7.731473921171867492e-01
numerical = 8.205697122938941934e-01   exact = 8.205697122938911958e-01
numerical = 8.629228394457029161e-01   exact = 8.629228394457085782e-01
numerical = 8.999451307487320584e-01   exact = 8.999451307487346119e-01
numerical = 9.314078754206455146e-01   exact = 9.314078754206561728e-01
numerical = 9.571167076160752574e-01   exact = 9.571167076160831400e-01
numerical = 9.769128071508422773e-01   exact = 9.769128071508262900e-01
numerical = 9.906738806375254836e-01   exact = 9.906738806375287032e-01
numerical = 9.983149169714851112e-01   exact = 9.983149169714793381e-01
numerical = 9.997887124995381569e-01   exact = 9.997887124995251673e-01
numerical = 9.950861626277509586e-01   exact = 9.950861626277494043e-01
numerical = 9.842363180664731592e-01   exact = 9.842363180664720490e-01
numerical = 9.673062053651004799e-01   exact = 9.673062053651099168e-01
numerical = 9.444004128455646407e-01   exact = 9.444004128455709690e-01
numerical = 9.156604444921286889e-01   exact = 9.156604444921334629e-01
numerical = 8.812638457892781885e-01   exact = 8.812638457892707500e-01
numerical = 8.414231069076577585e-01   exact = 8.414231069076658631e-01
numerical = 7.963843500141722931e-01   exact = 7.963843500141810638e-01
numerical = 7.464258088150770298e-01   exact = 7.464258088150612647e-01
numerical = 6.918561097253260739e-01   exact = 6.918561097253357328e-01
numerical = 6.330123652826131764e-01   exact = 6.330123652826127323e-01
numerical = 5.702580915835897546e-01   exact = 5.702580915835887554e-01
numerical = 5.039809626086162453e-01   exact = 5.039809626086214633e-01
numerical = 4.345904153072775999e-01   exact = 4.345904153072665532e-01
numerical = 3.625151202398779193e-01   exact = 3.625151202398835260e-01
numerical = 2.882003334006261741e-01   exact = 2.882003334006191242e-01
numerical = 2.121051455814569886e-01   exact = 2.121051455814559061e-01
numerical = 1.346996462696759822e-01   exact = 1.346996462696655461e-01
numerical = 5.646201959916537227e-02   exact = 5.646201959916678781e-02
numerical = -2.212440970397763426e-02   exact = -2.212440970398788995e-02
numerical = -1.005741621329014762e-01   exact = -1.005741621329213631e-01
numerical = -1.784026025227530010e-01   exact = -1.784026025227600509e-01
numerical = -2.551289339573365456e-01   exact = -2.551289339573447057e-01
numerical = -3.302791679646211453e-01   exact = -3.302791679646345790e-01
numerical = -4.033890526518967845e-01   exact = -4.033890526519012809e-01
numerical = -4.740069406917398753e-01   exact = -4.740069406917370998e-01
numerical = -5.416965794414720925e-01   exact = -5.416965794414809743e-01
numerical = -6.060398059596071585e-01   exact = -6.060398059596103781e-01
numerical = -6.666391302703494892e-01   exact = -6.666391302703560395e-01
numerical = -7.231201909178706089e-01   exact = -7.231201909178796017e-01
numerical = -7.751340676405673591e-01   exact = -7.751340676405836794e-01
numerical = -8.223594368785890341e-01   exact = -8.223594368785935860e-01
numerical = -8.645045567984572799e-01   exact = -8.645045567984581680e-01
numerical = -9.013090695722839607e-01   exact = -9.013090695722809631e-01
numerical = -9.325456097774343922e-01   exact = -9.325456097774255104e-01
numerical = -9.580212089806714459e-01   exact = -9.580212089806743325e-01
numerical = -9.775784878297786307e-01   exact = -9.775784878297891778e-01
numerical = -9.910966282881786826e-01   exact = -9.910966282881769063e-01
numerical = -9.984921200065085545e-01   exact = -9.984921200065085545e-01
numerical = -9.997192762204968330e-01   exact = -9.997192762204899497e-01
numerical = -9.947705159877371361e-01   exact = -9.947705159877249237e-01
numerical = -9.836764110201384748e-01   exact = -9.836764110201323685e-01
numerical = -9.665054968226011178e-01   exact = -9.665054968225895715e-01
numerical = -9.433638493045207740e-01   exact = -9.433638493045249929e-01
numerical = -9.143944294800046002e-01   exact = -9.143944294800064876e-01
numerical = -8.797762003045316304e-01   exact = -8.797762003045398460e-01
numerical = -8.397230211044467429e-01   exact = -8.397230211044406367e-01
numerical = -7.944823264286410280e-01   exact = -7.944823264286418052e-01
numerical = -7.443335974844684788e-01   exact = -7.443335974844754732e-01
numerical = -6.895866356004062281e-01   exact = -6.895866356004065612e-01
numerical = -6.305796483816598075e-01   exact = -6.305796483816610287e-01
numerical = -5.676771603818010492e-01   exact = -5.676771603817947209e-01
numerical = -5.012677611973177516e-01   exact = -5.012677611973190839e-01
numerical = -4.317617048969586979e-01   exact = -4.317617048969517590e-01
numerical = -3.595883756152993271e-01   exact = -3.595883756152837285e-01
numerical = -2.851936349676012505e-01   exact = -2.851936349675998628e-01
numerical = -2.090370676725843424e-01   exact = -2.090370676725803178e-01
numerical = -1.315891423984436037e-01   exact = -1.315891423984425213e-01
numerical = -5.332830537190190456e-02   exact = -5.332830537190394460e-02
numerical = 2.526197529552292459e-02   exact = 2.526197529553270843e-02
numerical = 1.036961963045954505e-01   exact = 1.036961963046037077e-01
numerical = 1.814898184381046331e-01   exact = 1.814898184381110446e-01
numerical = 2.581622598749283015e-01   exact = 2.581622598749302444e-01
numerical = 3.332398650566004705e-01   exact = 3.332398650566007481e-01
numerical = 4.062588307658888120e-01   exact = 4.062588307658965281e-01
numerical = 4.767680713411071025e-01   exact = 4.767680713411073801e-01
numerical = 5.443320053256416324e-01   exact = 5.443320053256410773e-01
numerical = 6.085332463381136758e-01   exact = 6.085332463381104562e-01
numerical = 6.689751815396022261e-01   exact = 6.689751815395981183e-01
numerical = 7.252844217692010487e-01   exact = 7.252844217691952755e-01
numerical = 7.771131082118249989e-01   exact = 7.771131082118234445e-01
numerical = 8.241410613484794201e-01   exact = 8.241410613484682068e-01
numerical = 8.660777589133717980e-01   exact = 8.660777589133834553e-01
numerical = 9.026641306391672837e-01   exact = 9.026641306391780528e-01
numerical = 9.336741587024017797e-01   exact = 9.336741587023963396e-01
numerical = 9.589162739827055137e-01   exact = 9.589162739827065129e-01
numerical = 9.782345395099700802e-01   exact = 9.782345395099847352e-01
numerical = 9.915096137884412686e-01   exact = 9.915096137884376049e-01
numerical = 9.986594880466851398e-01   exact = 9.986594880466875823e-01
numerical = 9.996399928592973883e-01   exact = 9.996399928593032724e-01
numerical = 9.944450710100798396e-01   exact = 9.944450710100809498e-01
numerical = 9.831068149114143839e-01   exact = 9.831068149114128296e-01
numerical = 9.656952683485816591e-01   exact = 9.656952683485691136e-01
numerical = 9.423179937736879674e-01   exact = 9.423179937736737566e-01
numerical = 9.131194078224480482e-01   exact = 9.131194078224355026e-01
numerical = 8.782798891586374168e-01   exact = 8.782798891586309775e-01
numerical = 8.380146641577378430e-01   exact = 8.380146641577354005e-01
numerical = 7.925724773135640611e-01   exact = 7.925724773135561785e-01
numerical = 7.422340545816527024e-01   exact = 7.422340545816580315e-01
numerical = 6.873103691524697911e-01   exact = 6.873103691524570236e-01
numerical = 6.281407203675105633e-01   exact = 6.281407203675071216e-01
numerical = 5.650906376466795500e-01   exact = 5.650906376466905412e-01
numerical = 4.985496223751486600e-01   exact = 4.985496223751437195e-01
numerical = 4.289287416998006086e-01   exact = 4.289287416997974445e-01
numerical = 3.566580891001180365e-01   exact = 3.566580891001189246e-01
numerical = 2.821841274208549688e-01   exact = 2.821841274208497508e-01
numerical = 2.059669307805205019e-01   exact = 2.059669307805142013e-01
numerical = 1.284773423942920378e-01   exact = 1.284773423942757731e-01
numerical = 5.019406586898730177e-02   exact = 5.019406586897973838e-02
numerical = -2.839929206049330440e-02   exact = -2.839929206048349628e-02
numerical = -1.068172090845826983e-01   exact = -1.068172090845897759e-01
numerical = -1.845752467064814828e-01   exact = -1.845752467064752100e-01
numerical = -2.611930429336952741e-01   exact = -2.611930429337003812e-01
numerical = -3.361972797867925911e-01   exact = -3.361972797867991969e-01
numerical = -4.091246072924829003e-01   exact = -4.091246072924730193e-01
numerical = -4.795245058978002128e-01   exact = -4.795245058978102604e-01
numerical = -5.469620696226989986e-01   exact = -5.469620696227022183e-01
numerical = -6.110206927570919211e-01   exact = -6.110206927571005808e-01
numerical = -6.713046435055080030e-01   exact = -6.713046435054936811e-01
numerical = -7.274415086797545449e-01   exact = -7.274415086797503260e-01
numerical = -7.790844943376618037e-01   exact = -7.790844943376630249e-01
numerical = -8.259145681547908069e-01   exact = -8.259145681547862550e-01
numerical = -8.676424302946946776e-01   exact = -8.676424302946927902e-01
numerical = -9.040103006022787158e-01   exact = -9.040103006022799370e-01
numerical = -9.347935110795251301e-01   exact = -9.347935110795330127e-01
numerical = -9.598018938059232896e-01   exact = -9.598018938059272864e-01
numerical = -9.788809557293912667e-01   exact = -9.788809557294020358e-01
numerical = -9.919128330704618524e-01   exact = -9.919128330704678476e-01
numerical = -9.988170194434656812e-01   exact = -9.988170194434672355e-01
numerical = -9.995508631968871294e-01   exact = -9.995508631968943458e-01
numerical = -9.941098309003928435e-01   exact = -9.941098309004017253e-01
numerical = -9.825275353507508802e-01   exact = -9.825275353507466614e-01
numerical = -9.648755279236648219e-01   exact = -9.648755279236791438e-01
numerical = -9.412628565545438919e-01   exact = -9.412628565545355652e-01
numerical = -9.118353920781808730e-01   exact = -9.118353920781862021e-01
numerical = -8.767749270899720671e-01   exact = -8.767749270899801717e-01
numerical = -8.362980528945882508e-01   exact = -8.362980528946053482e-01
numerical = -7.906548214806571329e-01   exact = -7.906548214806463637e-01
numerical = -7.401272007867862879e-01   exact = -7.401272007867883973e-01
numerical = -6.850273328023706032e-01   exact = -6.850273328023690489e-01
numerical = -6.256956052632258736e-01   exact = -6.256956052632137721e-01
numerical = -5.624985488551341728e-01   exact = -5.624985488551300650e-01
numerical = -4.958265729153619739e-01   exact = -4.958265729153475410e-01
numerical = -4.260915536200653997e-01   exact = -4.260915536200647336e-01
numerical = -3.537242895572541013e-01   exact = -3.537242895572604295e-01
numerical = -2.791718404035427037e-01   exact = -2.791718404035380408e-01
numerical = -2.028947651456511070e-01   exact = -2.028947651456508294e-01
numerical = -1.253642769079221231e-01   exact = -1.253642769079129637e-01
numerical = -4.705933196217766679e-02   exact = -4.705933196216029180e-02
numerical = 3.153632909674491946e-02   exact = 3.153632909674228268e-02
numerical = 1.099371697313828444e-01   exact = 1.099371697313840102e-01
numerical = 1.876588569368503046e-01   exact = 1.876588569368624615e-01
numerical = 2.642212532809016245e-01   exact = 2.642212532808911885e-01
numerical = 3.391513830251379757e-01   exact = 3.391513830251500217e-01
numerical = 4.119863540041684979e-01   exact = 4.119863540041632244e-01
numerical = 4.822762172113864709e-01   exact = 4.822762172113770895e-01
numerical = 5.495867464269341696e-01   exact = 5.495867464269327263e-01
numerical = 6.135021207156016176e-01   exact = 6.135021207155995082e-01
numerical = 6.736274932232018120e-01   exact = 6.736274932232059198e-01
numerical = 7.295914304025652442e-01   exact = 7.295914304025752362e-01
numerical = 7.810482066002468748e-01   exact = 7.810482066002459867e-01
numerical = 8.276799398287867371e-01   exact = 8.276799398287785214e-01
numerical = 8.691985555306058764e-01   exact = 8.691985555306067646e-01
numerical = 9.053475662020199488e-01   exact = 9.053475662020193937e-01
numerical = 9.359036558833909725e-01   exact = 9.359036558833853103e-01
numerical = 9.606780597271192823e-01   exact = 9.606780597271155075e-01
numerical = 9.795177301209517795e-01   exact = 9.795177301209415655e-01
numerical = 9.923062821626212893e-01   exact = 9.923062821626187358e-01
numerical = 9.989647126451903780e-01   exact = 9.989647126451868253e-01
numerical = 9.994518881111771336e-01   exact = 9.994518881111765785e-01
numerical = 9.937647989607534260e-01   exact = 9.937647989607505394e-01
numerical = 9.819385780439601197e-01   exact = 9.819385780439511269e-01
numerical = 9.640462836222287724e-01   exact = 9.640462836222348786e-01
numerical = 9.401984480400447097e-01   exact = 9.401984480400474853e-01
