# m=1, k=39.4784, p=2
# x0=0, v0=1
# t_start=0, t_end=15, h=0.001
#   t          x(t)               v(t)               KE(t)              PE(x(t)) 
2.7100  -3.255783698584654e-01  -1.939015486000692e+00  1.879890527475250e+00  2.092381298937023e+00
2.7200  -3.447680086990119e-01  -1.897718537680806e+00  1.800667824128689e+00  2.346300655978783e+00
2.7300  -3.635091363368304e-01  -1.849341237429673e+00  1.710031506228957e+00  2.608317184031260e+00
2.7400  -3.817318351903299e-01  -1.794065366742095e+00  1.609335270071724e+00  2.876381596807311e+00
2.7500  -3.993681420626763e-01  -1.732099892625611e+00  1.500085019016827e+00  3.148303388511698e+00
2.7600  -4.163523159661373e-01  -1.663680143821334e+00  1.383915810472687e+00  3.421777061394909e+00
2.7700  -4.326210971855841e-01  -1.589066882990980e+00  1.262566779309334e+00  3.694410329645063e+00
2.7800  -4.481139565587834e-01  -1.508545278531655e+00  1.137854428690074e+00  3.963753893195914e+00
2.7900  -4.627733339897228e-01  -1.422423780076066e+00  1.011644705062942e+00  4.227332349530027e+00
2.8000  -4.765448652537007e-01  -1.331032902115964e+00  8.858242932576229e-01  4.482675792681413e+00
2.8100  -4.893775961991246e-01  -1.234723920549213e+00  7.622715799882092e-01  4.727351636692894e+00
2.8200  -5.012241835006915e-01  -1.133867487294501e+00  6.428277393717728e-01  4.958996195953606e+00
2.8300  -5.120410811717071e-01  -1.028852168441118e+00  5.292683922529958e-01  5.175345557213456e+00
2.8400  -5.217887120994953e-01  -9.200829117029226e-01  4.232762822038640e-01  5.374265287613216e+00
2.8500  -5.304316239269590e-01  -8.079794492246887e-01  3.264153951847156e-01  5.553778539638448e+00
2.8600  -5.379386286651311e-01  -6.929746420441250e-01  2.401069272580915e-01  5.712092137249829e+00
2.8700  -5.442829254857573e-01  -5.755127727431149e-01  1.656074757952341e-01  5.847620257202498e+00
2.8800  -5.494422062093343e-01  -4.560477930262175e-01  1.039897947620418e-01  5.959005355283573e+00
2.8900  -5.533987430723186e-01  -3.350415331423355e-01  5.612641446518336e-02  6.045136028317248e+00
2.9000  -5.561394584271570e-01  -2.129618802160499e-01  2.267638121257760e-02  6.105161548673657e+00
2.9100  -5.576559761000883e-01  -9.028093267781816e-02  4.075323402588367e-03  6.138502857959054e+00
2.9200  -5.579446542040604e-01  3.252686192343889e-02  5.289983732932292e-04  6.144859859785701e+00
2.9300  -5.570065992772828e-01  1.549865783762553e-01  1.201041973838957e-02  6.124214907193419e+00
2.9400  -5.548476616916479e-01  2.766246871453608e-01  3.826060876913438e-02  6.076832437556514e+00
2.9500  -5.514784123491566e-01  3.969709222001271e-01  7.879295653620970e-02  6.003254765769716e+00
2.9600  -5.469141007583440e-01  5.155601359613540e-01  1.329011268962449e-01  5.904294104265096e+00
2.9700  -5.411745946561747e-01  6.319341340458636e-01  1.996703748861478e-01  5.781020935071216e+00
2.9800  -5.342843014137155e-01  7.456434825681031e-01  2.779921015481445e-01  5.634748913806820e+00
2.9900  -5.262720715357773e-01  8.562492808662612e-01  3.665814154919947e-01  5.467016537355720e+00
3.0000  -5.171710846353881e-01  9.633248926568537e-01  4.639974244061694e-01  5.279565855193606e+00
3.0100  -5.070187183331203e-01  1.066457628785805e+00  5.686659369977214e-01  5.074318548184475e+00
3.0200  -4.958564005986801e-01  1.165250374935072e+00  6.789042181431632e-01  4.853349737456852e+00
3.0300  -4.837294461175187e-01  1.259323157861091e+00  7.929474079626152e-01  4.618859919109459e+00
3.0400  -4.706868773282591e-01  1.348314643983928e+00  9.089761895907527e-01  4.373145447472902e+00
3.0500  -4.567812308372401e-01  1.431883564412975e+00  1.025145271018004e+00  4.118568010056261e+00
3.0600  -4.420683499741785e-01  1.509710060785380e+00  1.139612233818299e+00  3.857523550825027e+00
3.0700  -4.266071643076501e-01  1.581496946605879e+00  1.250566296061859e+00  3.592411104888969e+00
3.0800  -4.104594569905517e-01  1.646970879110217e+00  1.356256538318540e+00  3.325602006934693e+00
3.0900  -3.936896208537305e-01  1.705883437027444e+00  1.455019150362283e+00  3.059409927840397e+00
3.1000  -3.763644042103796e-01  1.758012099987743e+00  1.545303271851657e+00  2.796062178994215e+00
3.1100  -3.585526473743970e-01  1.803161125710616e+00  1.625695022636988e+00  2.537672702146937e+00
3.1200  -3.403250109325580e-01  1.841162321511680e+00  1.694939347077139e+00  2.286217134515374e+00
3.1300  -3.217536968428887e-01  1.871875707083365e+00  1.751959331384425e+00  2.043510304765265e+00
3.1400  -3.029121634599434e-01  1.895190065933946e+00  1.795872693007357e+00  1.811186475986699e+00
3.1500  -2.838748356116533e-01  1.911023383308708e+00  1.826005185776331e+00  1.590682607459596e+00
3.1600  -2.647168108719419e-01  1.919323168865089e+00  1.841900713271164e+00  1.383224858595713e+00
3.1700  -2.455135631883152e-01  1.920066662828436e+00  1.843327994852564e+00  1.189818506704371e+00
3.1800  -2.263406450340744e-01  1.913260924814877e+00  1.830283683211740e+00  1.011241395980574e+00
3.1900  -2.072733892606175e-01  1.898942804970865e+00  1.802991888275309e+00  8.480409792139731e-01
3.2000  -1.883866118264801e-01  1.877178797543392e+00  1.761900118973228e+00  7.005349570478439e-01
3.2100  -1.697543165763061e-01  1.848064777458868e+00  1.707671710842048e+00  5.688154630725724e-01
3.2200  -1.514494032348454e-01  1.811725620950361e+00  1.641174862803986e+00  4.527566875088588e-01
3.2300  -1.335433797683876e-01  1.768314711730514e+00  1.563468459861286e+00  3.520257785956576e-01
3.2400  -1.161060802488036e-01  1.718013334659149e+00  1.475784909033325e+00  2.660968098897858e-01
3.2500  -9.920538933364990e-02  1.661029959298570e+00  1.379510262843704e+00  1.942675543069481e-01
3.2600  -8.290697444967768e-02  1.597599416184149e+00  1.276161947295966e+00  1.356787626299963e-01
3.2700  -6.727402673668685e-02  1.527981969061177e+00  1.167364448888036e+00  8.933560605340819e-02
3.2800  -5.236701177409159e-02  1.452462286749537e+00  1.054823347214847e+00  5.413090971831001e-02
3.2900  -3.824343107395369e-02  1.371348318693874e+00  9.402981055922578e-01  2.886977762658323e-02
3.3000  -2.495759528174989e-02  1.284970078637060e+00  8.255740514962663e-01  1.229518921623314e-02
3.3100  -1.256040997993269e-02  1.193678341217330e+00  7.124339911456785e-01  3.114134541122158e-03
3.3200  -1.099174939605838e-03  1.097843256633130e+00  6.026299080674185e-01  2.384862680093382e-05
3.3300  9.382602387438805e-03  9.978528888430547e-01  4.978551938862148e-01  1.737706260351800e-03
3.3400  1.884537840027757e-02  8.941116830700330e-01  3.997178509011635e-01  7.010346193809113e-03
3.3500  2.725372922706504e-02  7.870388686579249e-01  3.097150903891732e-01  1.466160836423172e-02
3.3600  3.457649033473597e-02  6.770668035838162e-01  2.292097282576030e-01  2.359888901591015e-02
3.3700  4.078687931924271e-02  5.646392671595668e-01  1.594087510092463e-01  3.283754620306932e-02
3.3800  4.586260139175106e-02  4.502097076606378e-01  1.013443904359385e-01  4.151902160644983e-02
3.3900  4.978593714451030e-02  3.342394517981020e-01  5.585800556914789e-02  4.892638337322805e-02
3.4000  5.254381225004735e-02  2.171958831003311e-01  2.358702581786636e-02  5.449703816161468e-02
3.4100  5.412784881863764e-02  9.955059639355449e-02  4.955160621156192e-03  5.783240803967560e-02
3.4200  5.453439821139213e-02  -1.822246433519472e-02  1.660291032237218e-04  5.870441858983538e-02
3.4300  5.376455517948724e-02  -1.356488773436421e-01  9.200308962295232e-03  5.705869769251804e-02
3.4400  5.182415327376278e-02  -2.522556164226660e-01  3.181644800838959e-02  5.301443915268674e-02
3.4500  4.872374154283102e-02  -3.675729186744118e-01  6.755492527141288e-02  4.686094071527611e-02
3.4600  4.447854261168671e-02  -4.811361394087652e-01  1.157459923225854e-01  3.905088120255568e-02
3.4700  3.910839230629170e-02  -5.924875868376577e-01  1.755207702783555e-01  3.019045561452990e-02
3.4800  3.263766106243797e-02  -7.011783293264107e-01  2.458255247584882e-01  2.102653919612268e-02
3.4900  2.509515742908348e-02  -8.067699680696264e-01  3.254388906895330e-01  1.243110085672808e-02
3.5000  1.651401404702060e-02  -9.088363681955904e-01  4.129917720774754e-01  5.383132137655738e-03
3.5100  6.931556552900084e-03  -1.006965341467210e+00  5.069895994580874e-01  9.483994268297423e-04
3.5200  -3.610844073979807e-03  -1.100760273938547e+00  6.058365903406322e-01  2.573636520595677e-04
3.5300  -1.506793513936479e-02  -1.189841692143228e+00  7.078616261811306e-01  4.481642657582079e-03
3.5400  -2.739076119041729e-02  -1.273848761633622e+00  8.113453337577565e-01  1.480941638500502e-02
3.5500  -4.052685759447490e-02  -1.352440711956619e+00  9.145479396788627e-01  3.242019343715105e-02
3.5600  -5.442045797619029e-02  -1.425298182442212e+00  1.015737454436537e+00  5.845936930213226e-02
3.5700  -6.901271469435462e-02  -1.492124483493572e+00  1.113217737120479e+00  9.401301126320910e-02
3.5800  -8.424193148824387e-02  -1.552646768400772e+00  1.205355993712680e+00  1.400833027360049e-01
3.5900  -1.000438073752992e-01  -1.606617111053480e+00  1.290609270764915e+00  1.975650704886504e-01
3.6000  -1.163516908375475e-01  -1.653813485299268e+00  1.367549522078855e+00  2.672238020539546e-01
3.6100  -1.330968432935620e-01  -1.694040642082384e+00  1.434886848513448e+00  3.496755378864080e-01
3.6200  -1.502087108161179e-01  -1.727130880901219e+00  1.491490539881310e+00  4.453689938065856e-01
3.6300  -1.676152030231521e-01  -1.752944712539791e+00  1.536407582610606e+00  5.545702344668002e-01
3.6400  -1.852429780413285e-01  -1.771371410457668e+00  1.568878336893394e+00  6.773501785125488e-01
3.6500  -2.030177324175415e-01  -1.782329448662135e+00  1.588349131784134e+00  8.135751714360743e-01
3.6600  -2.208644948341630e-01  -1.785766824334466e+00  1.594481575446802e+00  9.629008135267477e-01
3.6700  -2.387079224688267e-01  -1.781661263936927e+00  1.587158429706664e+00  1.124769178586131e+00
3.6800  -2.564725988291031e-01  -1.770020311987021e+00  1.566485952423315e+00  1.298409505012300e+00
3.6900  -2.740833318866000e-01  -1.750881302148546e+00  1.532792667106694e+00  1.482842385324642e+00
3.7000  -2.914654513338392e-01  -1.724311210753458e+00  1.486624575765028e+00  1.676887424077441e+00
3.7100  -3.085451037907209e-01  -1.690406393332541e+00  1.428736887309764e+00  1.879174278288764e+00
3.7200  -3.252495447954799e-01  -1.649292205194584e+00  1.360082389057807e+00  2.088156939877337e+00
3.7300  -3.415074264277256e-01  -1.601122507551398e+00  1.281796642093838e+00  2.302131067023083e+00
3.7400  -3.572490794283958e-01  -1.546079061137663e+00  1.195180231644159e+00  2.519254121684114e+00
3.7500  -3.724067887031718e-01  -1.484370809718649e+00  1.101678350372399e+00  2.737568024506527e+00
3.7600  -3.869150611220123e-01  -1.416233056313380e+00  1.002858034897369e+00  2.955023996788288e+00
3.7700  -4.007108845578707e-01  -1.341926535384239e+00  9.003834131841731e-01  3.169509222670712e+00
3.7800  -4.137339771422278e-01  -1.261736384654564e+00  7.959893521805849e-01  3.378874933916552e+00
3.7900  -4.259270257536875e-01  -1.175971020611936e+00  6.914539206595398e-01  3.580965494990079e+00
3.8000  -4.372359127983713e-01  -1.084960922134938e+00  5.885701012799471e-01  3.773648048081844e+00
3.8100  -4.476099303870518e-01  -9.890573270437725e-01  4.891171980894859e-01  3.954842266516549e+00
3.8200  -4.570019810637081e-01  -8.886308467187982e-01  3.948323908700841e-01  4.122549760835680e+00
3.8300  -4.653687642932581e-01  -7.840700042543464e-01  3.073828857857054e-01  4.274882684835505e+00
3.8400  -4.726709479724229e-01  -6.757797019169952e-01  2.283391027615115e-01  4.410091098931698e+00
3.8500  -4.788733242867871e-01  -5.641796239564610e-01  1.591493240438269e-01  4.526588665268128e+00
3.8600  -4.839449492988958e-01  -4.497025810724039e-01  1.011162057115910e-01  4.622976272733703e+00
3.8700  -4.878592657164320e-01  -3.327928030707039e-01  5.537552488782816e-02  4.698063220136395e+00
3.8800  -4.905942083559021e-01  -2.139041864472392e-01  2.287750048982763e-02  4.750885621746395e+00
3.8900  -4.921322918855452e-01  -9.349850381507425e-02  4.370985107828728e-03  4.780721740706489e+00
3.9000  -4.924606805011196e-01  2.795641775844145e-02  3.907806469422503e-04  4.787104001779311e+00
3.9100  -4.915712392595223e-01  1.499885423154695e-01  1.124828141295969e-02  4.769827484845344e+00
3.9200  -4.894605668675812e-01  2.721234871888482e-01  3.702559613990962e-02  4.728954753707144e+00
3.9300  -4.861300097965504e-01  3.938863944515235e-01  7.757324586701059e-02  4.664816930268176e+00
3.9400  -4.815856576665365e-01  5.148038042485606e-01  1.325114784343952e-01  4.578010981174506e+00
3.9500  -4.758383199190016e-01  6.344055226186228e-01  2.012351835645040e-01  4.469393241646380e+00
3.9600  -4.689034838693333e-01  7.522264764335507e-01  2.829223359238176e-01  4.340069258585403e+00
3.9700  -4.608012543049610e-01  8.678085481355106e-01  3.765458381085314e-01  4.191380091227014e+00
3.9800  -4.515562748673231e-01  9.807023830309164e-01  4.808885820412591e-01  4.024885261740095e+00
3.9900  -4.411976315278821e-01  1.090469162008625e+00  5.945614966458963e-01  3.842342599410272e+00
4.0000  -4.297587385390516e-01  1.196682332686369e+00  7.160243026818452e-01  3.645685269580720e+00
4.0100  -4.172772073100589e-01  1.298929292153449e+00  8.436086530071294e-01  3.436996321620634e+00
4.0200  -4.037946987251573e-01  1.396813014668726e+00  9.755432989739667e-01  3.218481128173653e+00
4.0300  -3.893567594869446e-01  1.489953617890221e+00  1.109980891732079e+00  2.992438120212166e+00
4.0400  -3.740126431305893e-01  1.577989861455170e+00  1.245026001427653e+00  2.761228248484010e+00
4.0500  -3.578151164152643e-01  1.660580571996399e+00  1.378763918045944e+00  2.527243621377716e+00
4.0600  -3.408202518567948e-01  1.737405988971201e+00  1.509289785256498e+00  2.292875781747014e+00
4.0700  -3.230872072202211e-01  1.808169025991388e+00  1.634737613277322e+00  2.060484090628881e+00
4.0800  -3.046779928424400e-01  1.872596442676701e+00  1.753308718562718e+00  1.832364683977276e+00
4.0900  -2.856572277031172e-01  1.930439922406869e+00  1.863299147011119e+00  1.610720459545310e+00
4.1000  -2.660918852064674e-01  1.981477051718967e+00  1.963125653244445e+00  1.397632535021936e+00
4.1100  -2.460510296771046e-01  2.025512197484920e+00  2.051349831080095e+00  1.195033595716224e+00
4.1200  -2.256055446098137e-01  2.062377278407377e+00  2.126700019245510e+00  1.004683520839222e+00
4.1300  -2.048278537456333e-01  2.091932427789273e+00  2.188090641218161e+00  8.281476422174676e-01
4.1400  -1.837916360749551e-01  2.114066544961499e+00  2.234638678262725e+00  6.667779486341056e-01
4.1500  -1.625715358923093e-01  2.128697733192490e+00  2.265677019649422e+00  5.216975035680622e-01
4.1600  -1.412428690470328e-01  2.135773622351556e+00  2.280764482966342e+00  3.937882945990617e-01
4.1700  -1.198813265490334e-01  2.135271575052626e+00  2.279692349613861e+00  2.836826799396118e-01
4.1800  -9.856267669929497e-02  2.127198775464881e+00  2.262487315169645e+00  1.917585422693469e-01
4.1900  -7.736246692059739e-02  2.111592200439836e+00  2.229410810479174e+00  1.181382031455004e-01
4.2000  -5.635572646510015e-02  2.088518473068890e+00  2.180954706175004e+00  6.269109363389018e-02
4.2100  -3.561667117198394e-02  2.058073599249320e+00  2.117833469963526e+00  2.504011934663503e-02
4.2200  -1.521841144024877e-02  2.020382588298422e+00  2.040972901549715e+00  4.571601681682661e-03
4.2300  4.767335430919287e-03  1.975598959113119e+00  1.951495623624420e+00  4.486226136308488e-04
4.2400  2.427052739903957e-02  1.923904133824052e+00  1.850703558072638e+00  1.162754873268946e-02
4.2500  4.322307321902968e-02  1.865506721337151e+00  1.740057663677043e+00  3.687746217202591e-02
4.2600  6.155910028035500e-02  1.800641693590290e+00  1.621155254347853e+00  7.480218234922641e-02
4.2700  7.921521368369254e-02  1.729569457775996e+00  1.495705254635777e+00  1.238645237525827e-01
4.2800  9.613074553474150e-02  1.652574828191779e+00  1.365501781386544e+00  1.824124019254697e-01
4.2900  1.122479934714211e-01  1.569965901775752e+00  1.232396466369275e+00  2.487063728516365e-01
4.3000  1.275124474831882e-01  1.482072841765350e+00  1.098269954149211e+00  3.209481705335844e-01
4.3100  1.418730041274127e-01  1.389246574279517e+00  9.650030220736868e-01  3.973097939950682e-01
4.3200  1.552821672974881e-01  1.291857402968402e+00  8.344477748021315e-01  4.759626884289473e-01
4.3300  1.676962347504281e-01  1.190293547197954e+00  7.083993642505441e-01  5.551065658439404e-01
4.3400  1.790754696579013e-01  1.084959609538571e+00  5.885686771650445e-01  6.329974183167376e-01
4.3500  1.893842565037648e-01  9.762749786059560e-01  4.765564169260300e-01  7.079742916958331e-01
4.3600  1.985912407129295e-01  8.646721735574877e-01  3.738289838623151e-01  7.784844090870064e-01
4.3700  2.066694514606023e-01  7.505951367776508e-01  2.816965296771302e-01  8.431062613283292e-01
4.3800  2.135964071773234e-01  6.344974814905565e-01  2.012935270089296e-01  9.005703154852772e-01
4.3900  2.193542033335144e-01  5.168407012154566e-01  1.335621552164424e-01  9.497770316211559e-01
4.4000  2.239295821571849e-01  3.980923481317523e-01  7.923875882052613e-02  9.898119220971711e-01
4.4100  2.273139840097469e-01  2.787241875426864e-01  3.884358636066531e-02  1.019957435728023e+00
4.4200  2.295035802172775e-01  1.592103357212427e-01  1.267396550023540e-02  1.039701500497256e+00
4.4300  2.304992872277513e-01  4.002538848735444e-02  8.010158617818225e-04  1.048742612404711e+00
4.4400  2.303067620384692e-01  -7.835745209789667e-02  3.069945149637086e-03  1.046991413520764e+00
4.4500  2.289363789118224e-01  -1.954682455279805e-01  1.910391750489344e-02  1.034568758578080e+00
4.4600  2.264031874713812e-01  -3.108421677651521e-01  4.831142663046947e-02  1.011800325549745e+00
4.4700  2.227268523437791e-01  -4.240213459526916e-01  8.989705091176609e-02  9.792078807543430e-01
4.4800  2.179315745846961e-01  -5.345566656843558e-01  1.428754144137881e-01  9.374973622222708e-01
4.4900  2.120459951991324e-01  -6.420095436985458e-01  2.060881271000075e-01  8.875439955125468e-01
4.5000  2.051030811368308e-01  -7.459536590011542e-01  2.782234306886051e-01  8.303747030891042e-01
4.5100  1.971399942128702e-01  -8.459766355851173e-01  3.578382339779572e-01  7.671481110098441e-01
4.5200  1.881979434708360e-01  -9.416816701057223e-01  4.433821839065513e-01  6.991324943790361e-01
4.5300  1.783220215713231e-01  -1.032689098087963e+00  5.332233866548650e-01  6.276820351710950e-01
4.5400  1.675610258515654e-01  -1.118637892484808e+00  6.256753672514261e-01  5.542117921468285e-01
4.5500  1.559672647624893e-01  -1.199187088672249e+00  7.190248368191123e-01  4.801718022434894e-01
4.5600  1.435963504471920e-01  -1.274017130257298e+00  8.115598240945202e-01  4.070207457216595e-01
4.5700  1.305069782795406e-01  -1.342831130387629e+00  9.015977223690582e-01  3.361996132966513e-01
4.5800  1.167606942330530e-01  -1.405356043585033e+00  9.875128046204880e-01  2.691058123819200e-01
4.5900  1.024216509982461e-01  -1.461343743477985e+00  1.067762768301125e+00  2.070681414507898e-01
4.6000  8.755635381104389e-02  -1.510572002179982e+00  1.140913886885020e+00  1.513230465160369e-01
4.6100  7.223339699544518e-02  -1.552845367448486e+00  1.205664367603112e+00  1.029925520791360e-01
4.6200  5.652319226029378e-02  -1.587995934162708e+00  1.260865543458645e+00  6.306423096224341e-02
4.6300  4.049768982254026e-02  -1.615884007075558e+00  1.305540562161280e+00  3.237354365602514e-02
4.6400  2.423009345769321e-02  -1.636398652224166e+00  1.338900274500533e+00  1.158883873763244e-02
4.6500  7.794570602125369e-03  -1.649458134822799e+00  1.360356069266554e+00  1.199262161918329e-03
4.6600  -8.734041348572053e-03  -1.655010241910007e+00  1.369529450413510e+00  1.505775505897085e-03
4.6700  -2.528053138598109e-02  -1.653032488476635e+00  1.366258203979628e+00  1.261543231499559e-02
4.6800  -4.176961271035112e-02  -1.643532206261228e+00  1.350599056508949e+00  3.443900837423085e-02
4.6900  -5.812622085173015e-02  -1.626546514862355e+00  1.322826782505437e+00  6.669202686045829e-02
4.7000  -7.427581091408558e-02  -1.602142175281887e+00  1.283429774908488e+00  1.088991638001300e-01
4.7100  -9.014465276922790e-02  -1.570415326477192e+00  1.233102148817232e+00  1.604019639480235e-01
4.7200  -1.056601230354416e-01  -1.531491105961978e+00  1.172732503820321e+00  2.203697430001138e-01
4.7300  -1.207509926884172e-01  -1.485523155953081e+00  1.103389523436401e+00  2.878134998246406e-01
4.7400  -1.353477091693157e-01  -1.432693017012219e+00  1.026304640497787e+00  3.616026129747451e-01
4.7500  -1.493826718765135e-01  -1.373209411575723e+00  9.428520440200723e-01  4.404840499246108e-01
4.7600  -1.627904999536876e-01  -1.307307420199842e+00  8.545263454547831e-01  5.231037759826964e-01
4.7700  -1.755082913173051e-01  -1.235247553772585e+00  7.629182595505780e-01  6.080300133455744e-01
4.7800  -1.874758719011521e-01  -1.157314725353684e+00  6.696886867602370e-01  6.937779698501405e-01
4.7900  -1.986360341341494e-01  -1.073817125700341e+00  5.765416097236715e-01  7.788356321580885e-01
4.8000  -2.089347637101911e-01  -9.850850069165612e-01  4.851962354259007e-01  8.616901997657348e-01
4.8100  -2.183214537549505e-01  -8.914693790264518e-01  3.973588268709038e-01  9.408547246729587e-01
4.8200  -2.267491055443339e-01  -7.933406246155336e-01  3.146946733326825e-01  1.014894516958076e+00
4.8300  -2.341745149823391e-01  -6.910870370074390e-01  2.388006463598607e-01  1.082452878971292e+00
4.8400  -2.405584441022767e-01  -5.851132877451637e-01  1.711787797479773e-01  1.142275740346315e+00
4.8500  -2.458657769144169e-01  -4.758388294250291e-01  1.132112957942910e-01  1.193234782394910e+00
4.8600  -2.500656589849038e-01  -3.636962401866536e-01  6.613747756295400e-02  1.234348663440296e+00
4.8700  -2.531316201949824e-01  -2.491295163924845e-01  3.103275796897660e-02  1.264801985904996e+00
4.8800  -2.550416801959671e-01  -1.325923202349202e-01  8.790361692639819e-03  1.283961681039856e+00
4.8900  -2.557784361436676e-01  -1.454618918692932e-02  1.057958099309697e-04  1.291390527513793e+00
4.9000  -2.553291323659267e-01  1.045412856373378e-01  5.464440201353721e-03  1.286857565045176e+00
4.9100  -2.536857116882269e-01  2.241983050227490e-01  2.513243998753679e-02  1.270345213138043e+00
4.9200  -2.508448482147052e-01  3.439507238106826e-01  5.915105020494623e-02  1.242052957019851e+00
4.9300  -2.468079614351092e-01  4.633239223247071e-01  1.073345284991756e-01  1.202397517241418e+00
4.9400  -2.415812116019222e-01  5.818446796787686e-01  1.692716156352444e-01  1.152009475236054e+00
4.9500  -2.351754763958015e-01  6.990430415747722e-01  2.443305869870543e-01  1.091726383561148e+00
4.9600  -2.276063089713263e-01  8.144541752181956e-01  3.316678017651756e-01  1.022582445669415e+00
4.9700  -2.188938775485289e-01  9.276202040312047e-01  4.302396214634469e-01  9.457949049898178e-01
4.9800  -2.090628867885194e-01  1.038092014922477e+00  5.388175157229039e-01  8.627473359694524e-01
4.9900  -1.981424812633988e-01  1.145431030981236e+00  6.560061233673690e-01  7.749700796983402e-01
5.0000  -1.861661314013255e-01  1.249210942599469e+00  7.802639895551270e-01  6.841181130152842e-01
5.0100  -1.731715023567613e-01  1.349019390190333e+00  9.099266575547494e-01  5.919466818381487e-01
5.0200  -1.592003063233083e-01  1.444459591861827e+00  1.043231756260818e+00  5.002850662088930e-01
5.0300  -1.442981388718968e-01  1.535151909621997e+00  1.178345692808032e+00  4.110088756048170e-01
5.0400  -1.285142999601253e-01  1.620735347934558e+00  1.313391534022277e+00  3.260112979442093e-01
5.0500  -1.119016003190517e-01  1.700868978710794e+00  1.446477641370349e+00  2.471737440053434e-01
5.0600  -9.451615398144364e-02  1.775233287113897e+00  1.575726611838606e+00  1.763363403842258e-01
5.0700  -7.641715777019005e-02  1.843531432864457e+00  1.699304071979639e+00  1.152687284484901e-01
5.0800  -5.766665861703672e-02  1.905490422069258e+00  1.815446874298839e+00  6.564162392323840e-02
5.0900  -3.832930962983928e-02  1.960862184948686e+00  1.922490254180867e+00  2.899958180287584e-02
5.1000  -1.847211587093049e-02  2.009424555209410e+00  2.018893521539267e+00  6.735394366366269e-03
5.1100  1.835829150194886e-03  2.050982147197162e+00  2.103263884060740e+00  6.652643697101436e-05
5.1200  2.252361523002769e-02  2.085367127367869e+00  2.174378027953260e+00  1.001396203228622e-02
5.1300  4.351879439763178e-02  2.112439877032440e+00  2.231201117038415e+00  3.738380065729855e-02
5.1400  6.474766591396766e-02  2.132089543759630e+00  2.272902911304574e+00  8.275190025622645e-02
5.1500  8.613556621928237e-02  2.144234479260812e+00  2.298870751025443e+00  1.464518178963743e-01
5.1600  1.076071626843670e-01  2.148822562028461e+00  2.308719201541279e+00  2.285662493216540e-01
5.1700  1.290867500064715e-01  2.145831403455033e+00  2.302296206026899e+00  3.289221153604913e-01
5.1800  1.504985480802276e-01  2.135268436618724e+00  2.279685648210084e+00  4.470893876291472e-01
5.1900  1.717670001681105e-01  2.117170887385661e+00  2.241206283196694e+00  5.823836889016217e-01
5.2000  1.928170701937855e-01  2.091605627942553e+00  2.187407051420481e+00  7.338726458102676e-01
5.2100  2.135745379851502e-01  2.058668913337768e+00  2.119058847371653e+00  9.003859140964512e-01
5.2200  2.339662913019682e-01  2.018486002070568e+00  2.037142870277413e+00  1.080528740343769e+00
5.2300  2.539206134956878e-01  1.971210662225797e+00  1.942835737436332e+00  1.272698869875516e+00
5.2400  2.733674656662676e-01  1.917024565103049e+00  1.837491591604268e+00  1.475106559129687e+00
5.2500  2.922387622025553e-01  1.856136568733329e+00  1.722621480894568e+00  1.685797403140388e+00
5.2600  3.104686386188741e-01  1.788781894110789e+00  1.599870332349292e+00  1.902677645498399e+00
5.2700  3.279937106308737e-01  1.715221197390539e+00  1.470991877988918e+00  2.123541600010609e+00
5.2800  3.447533234482797e-01  1.635739541714073e+00  1.337821924163483e+00  2.346100780823682e+00
5.2900  3.606897903007810e-01  1.550645272720014e+00  1.202250380904463e+00  2.568014311527631e+00
5.3000  3.757486192557879e-01  1.460268802177956e+00  1.066192487307121e+00  2.786920164119265e+00
5.3100  3.898787274330002e-01  1.364961304545800e+00  9.315596814536867e-01  3.000466765989479e+00
5.3200  4.030326417704616e-01  1.265093331594620e+00  8.002305688225876e-01  3.206344507499465e+00
5.3300  4.151666855498511e-01  1.161053350568441e+00  6.740224414331016e-01  3.402316684315276e+00
5.3400  4.262411499449665e-01  1.053246211648102e+00  5.546637911755391e-01  3.586249417451347e+00
5.3500  4.362204499164566e-01  9.420915507673536e-01  4.437682450136186e-01  3.756140109792450e+00
5.3600  4.450732638376400e-01  8.280221340844959e-01  3.428103272669215e-01  3.910144020471472e+00
5.3700  4.527726563004512e-01  7.114821506431080e-01  2.531034253418711e-01  4.046598567522153e+00
5.3800  4.592961836169380e-01  5.929254599599030e-01  1.757803005343312e-01  4.164045004245998e+00
5.3900  4.646259816000198e-01  4.728138014556144e-01  1.117764454234546e-01  4.261247155181794e+00
5.4000  4.687488352771608e-01  3.516149727954138e-01  6.181654454695980e-02  4.337206942811138e+00
5.4100  4.716562302619048e-01  2.298009843280553e-01  2.640424619907157e-02  4.391176485465269e+00
5.4200  4.733443855806119e-01  1.078461969072704e-01  5.815401093680870e-03  4.422666599545409e+00
5.4300  4.738142678249220e-01  -1.377454955548145e-02  9.486910772820708e-05  4.431451594307235e+00
5.4400  4.730715865741683e-01  -1.345878094212228e-01  9.056939222401696e-03  4.417570304227787e+00
5.4500  4.711267711058838e-01  -2.541233991435158e-01  3.228935099612732e-02  4.381323361483276e+00
5.4600  4.679949284863882e-01  -3.719162522069991e-01  6.916084932785008e-02  4.323266768420594e+00
5.4700  4.636957832069283e-01  -4.875082538638766e-01  1.188321487927030e-01  4.244201886209344e+00
5.4800  4.582535986036747e-01  -6.004500484275570e-01  1.802701303283278e-01  4.145162010236709e+00
