# m=1, k=39.4784, p=2
# x0=0, v0=1
# t_start=0, t_end=15, h=0.001
#   t          x(t)               v(t)               KE(t)              PE(x(t)) 
5.4900  4.516970803717671e-01  -7.103028119909488e-01  2.522650423611246e-01  4.027395754408127e+00
5.5000  4.440592625542688e-01  -8.166399835733731e-01  3.334504313853595e-01  3.892347514539779e+00
5.5100  4.353773764560495e-01  -9.190489478641141e-01  4.223254842850675e-01  3.741635324728803e+00
5.5200  4.256927030000084e-01  -1.017132662921656e+00  5.172794269910499e-01  3.577026459286876e+00
5.5300  4.150504091083878e-01  -1.110511226404899e+00  6.166175919856565e-01  3.400411165924382e+00
5.5400  4.034993687549778e-01  -1.198823374155213e+00  7.185887412104449e-01  3.213774942866606e+00
5.5500  3.910919693945053e-01  -1.281727905215198e+00  8.214132115036695e-01  3.019169793057178e+00
5.5600  3.778839045332125e-01  -1.358905027660313e+00  9.233114371002380e-01  2.818684902247778e+00
5.5700  3.639339532593198e-01  -1.430057619932072e+00  1.022532398162892e+00  2.614417194384461e+00
5.5800  3.493037476035352e-01  -1.494912402694972e+00  1.117381545865628e+00  2.408442217188828e+00
5.5900  3.340575286477964e-01  -1.553221016592440e+00  1.206247763192226e+00  2.202785803217617e+00
5.6000  3.182618923448410e-01  -1.604761001648473e+00  1.287628936205905e+00  1.999396937100016e+00
5.6100  3.019855260518015e-01  -1.649336674449789e+00  1.360155732842545e+00  1.800122238340625e+00
5.6200  2.852989368176729e-01  -1.686779899646730e+00  1.422613214926115e+00  1.606682441385985e+00
5.6300  2.682741724970400e-01  -1.716950752728232e+00  1.473959943647021e+00  1.420651221032478e+00
5.6400  2.509845367907656e-01  -1.739738071455274e+00  1.513344278635459e+00  1.243436672244974e+00
5.6500  2.335042993383039e-01  -1.755059893776623e+00  1.540117615371606e+00  1.076265709684996e+00
5.6600  2.159084020058346e-01  -1.762863780498702e+00  1.553844354297087e+00  9.201716044152893e-01
5.6700  1.982721625294239e-01  -1.763127021436233e+00  1.554308446859301e+00  7.759848241186069e-01
5.6800  1.806709766828583e-01  -1.755856724230152e+00  1.541516418012120e+00  6.443272895580001e-01
5.6900  1.631800201456159e-01  -1.741089785482350e+00  1.515696820555488e+00  5.256101047678055e-01
5.7000  1.458739512476241e-01  -1.718892744321243e+00  1.477296133240106e+00  4.200347624778942e-01
5.7100  1.288266157639938e-01  -1.689361518976159e+00  1.426971170898718e+00  3.275977704285090e-01
5.7200  1.121107549248225e-01  -1.652621027400255e+00  1.365578130102737e+00  2.480985894160370e-01
5.7300  9.579771779247882e-02  -1.608824693439256e+00  1.294158447109958e+00  1.811507209912351e-01
5.7400  7.995717914153340e-02  -1.558153840495049e+00  1.213921695324735e+00  1.261957325496510e-01
5.7500  6.465686395479302e-02  -1.500816975077133e+00  1.126225796339838e+00  8.251996090424188e-02
5.7600  4.996227962277692e-02  -1.437048963069509e+00  1.032554861129576e+00  4.927359305071289e-02
5.7700  3.593645690357460e-02  -1.367110101963998e+00  9.344950154460059e-01  2.549178539684651e-02
5.7800  2.263970066544906e-02  -1.291285092721535e+00  8.337085953424312e-01  1.011745081917814e-02
5.7900  1.012935139594123e-02  -1.209881915319132e+00  7.319071245081462e-01  2.025317036655359e-03
5.8000  -1.540441581260465e-03  -1.123230612420288e+00  6.308235043390281e-01  4.684035815556112e-05
5.8100  -1.231893428662727e-02  -1.031681985969231e+00  5.321838600867078e-01  2.995546173126792e-03
5.8200  -2.215898881695451e-02  -9.356062118530347e-01  4.376794918289929e-01  9.692361809021319e-03
5.8300  -3.101725983713810e-02  -8.353913780989924e-01  3.489393773010669e-01  1.899050866205105e-02
5.8400  -3.885436609551938e-02  -7.314419523763932e-01  2.675036648480949e-01  2.979952879377581e-02
5.8500  -4.563504628586040e-02  -6.241771848508736e-01  1.947985790441808e-01  4.110803633846239e-02
5.8600  -5.132829864078955e-02  -5.140294526946312e-01  1.321131391187710e-01  5.200480583918473e-02
5.8700  -5.590750370576246e-02  -4.014425527860540e-01  8.057806159369188e-02  6.169783767318266e-02
5.8800  -5.935052980896326e-02  -2.868699493367906e-01  4.114718391624639e-02  6.953107458829057e-02
5.8900  -6.163982081086297e-02  -1.707729833621666e-01  1.458170592320741e-02  7.499848250899552e-02
5.9000  -6.276246578708712e-02  -5.361905106144297e-02  1.437501318364814e-03  7.775525255568154e-02
5.9100  -6.271025036954649e-02  6.412024170289372e-02  2.055702698018756e-03  7.762592895268844e-02
5.9200  -6.147968954317209e-02  1.819709415432877e-01  1.655671178307532e-02  7.460931841592555e-02
5.9300  -5.907204176878297e-02  2.994586189536173e-01  4.483773223280386e-02  6.888008989414775e-02
5.9400  -5.549330437631336e-02  4.161102415983647e-01  8.657386658152472e-02  6.078702833699162e-02
5.9500  -5.075419024654403e-02  5.314560420913436e-01  1.412227623376980e-01  5.084796160051945e-02
5.9600  -4.487008587332935e-02  6.450313728926204e-01  2.080327360078693e-01  3.974143478992419e-02
5.9700  -3.786099097179506e-02  7.563785410031054e-01  2.860542486449932e-01  2.829526039542569e-02
5.9800  -2.975143987081277e-02  8.650486152160189e-01  3.741545533435760e-01  1.747212463508415e-02
5.9900  -2.057040499994653e-02  9.706031987927377e-01  4.710352847533474e-01  8.352479642470587e-03
6.0000  -1.035118285173349e-02  1.072616160566992e+00  5.752527139547373e-01  2.114996737666402e-03
6.0100  8.687371306771246e-04  1.170675317645433e+00  6.852403496721172e-01  1.489726383144551e-05
6.0200  1.304782022311537e-02  1.264384063063632e+00  7.993335294646488e-01  3.360513694267586e-03
6.0300  2.614065006445639e-02  1.353362931973795e+00  9.157956128203532e-01  1.348846433149698e-02
6.0400  4.009810762935960e-02  1.437251100183071e+00  1.032845362488724e+00  3.173784943396282e-02
6.0500  5.486756482338424e-02  1.515707809128315e+00  1.148685081326279e+00  5.942389461763718e-02
6.0600  7.039309193647528e-02  1.588413711663477e+00  1.261529059700272e+00  9.781147859205427e-02
6.0700  8.661567813612014e-02  1.655072133348321e+00  1.369631883293081e+00  1.480889865136767e-01
6.0800  1.034734641300140e-01  1.715410244260642e+00  1.471316153057177e+00  2.113429273953212e-01
6.0900  1.209019860800431e-01  1.769180136707272e+00  1.564999178059781e+00  2.885337441318835e-01
6.1000  1.388344298049905e-01  1.816159804580555e+00  1.649218217887040e+00  3.804732279345904e-01
6.1100  1.572018942687634e-01  1.856154020495109e+00  1.722653873900079e+00  4.878039255625358e-01
6.1200  1.759336633142935e-01  1.888995107243130e+00  1.784151257594242e+00  6.109808980607566e-01
6.1300  1.949574845707198e-01  1.914543600523545e+00  1.832738599152829e+00  7.502561542176927e-01
6.1400  2.141998544331527e-01  1.932688800329443e+00  1.867642999459431e+00  9.056660411932232e-01
6.1500  2.335863079903502e-01  1.943349208817597e+00  1.888303073705990e+00  1.077021829377117e+00
6.1600  2.530417127561110e-01  1.946472852931909e+00  1.894378283600442e+00  1.263903679226083e+00
6.1700  2.724905650451752e-01  1.942037490507443e+00  1.885754807268223e+00  1.465658125367822e+00
6.1800  2.918572878239855e-01  1.930050699041537e+00  1.862547850435362e+00  1.681399158475274e+00
6.1900  3.110665288608418e-01  1.910549846781558e+00  1.825100358518518e+00  1.910012929164007e+00
6.2000  3.300434579987980e-01  1.883601946243311e+00  1.773978145945794e+00  2.150166041334869e+00
6.2100  3.487140623781113e-01  1.849303390738083e+00  1.709961515497686e+00  2.400317345867113e+00
6.2200  3.670054384431461e-01  1.807779574948057e+00  1.634033495799688e+00  2.658733090255047e+00
6.2300  3.848460795813236e-01  1.759184401047375e+00  1.547364878444206e+00  2.923505226546270e+00
6.2400  4.021661582589443e-01  1.703699672317901e+00  1.451296286728062e+00  3.192572629622835e+00
6.2500  4.188978015404304e-01  1.641534376652685e+00  1.347317554866259e+00  3.463744931263953e+00
6.2600  4.349753589036444e-01  1.572923862774712e+00  1.237044739043060e+00  3.734728633278504e+00
6.2700  4.503356612943447e-01  1.498128912421937e+00  1.122195119117269e+00  4.003155125966618e+00
6.2800  4.649182703974112e-01  1.417434712160161e+00  1.004560581618280e+00  4.266610206851175e+00
6.2900  4.786657171410861e-01  1.331149728881426e+00  8.859798003505467e-01  4.522664669512418e+00
6.3000  4.915237284929627e-01  1.239604493425734e+00  7.683096500606350e-01  4.768905513864748e+00
6.3100  5.034414416526624e-01  1.143150297126478e+00  6.533963009101770e-01  5.002967317634134e+00
6.3200  5.143716047958824e-01  1.042157806423618e+00  5.430464467448435e-01  5.222563304318438e+00
6.3300  5.242707635775631e-01  9.370156010119975e-01  4.389991182699375e-01  5.425515645621592e+00
6.3400  5.330994326581344e-01  8.281286412939551e-01  3.428985232656861e-01  5.609784546213530e+00
6.3500  5.408222515758999e-01  7.159166711844033e-01  2.562683400398785e-01  5.773495675536256e+00
6.3600  5.474081243503977e-01  6.008125625716677e-01  1.804878676719671e-01  5.914965534998096e+00
6.3700  5.528303422657822e-01  4.832606079676449e-01  1.167704076066289e-01  6.032724378912523e+00
6.3800  5.570666893496526e-01  3.637147680853098e-01  6.614421626167534e-02  6.125536343484081e+00
6.3900  5.600995301310400e-01  2.426368812594825e-01  2.943632807366412e-02  6.192416479468075e+00
6.4000  5.619158793312086e-01  1.204948417773549e-01  7.259503447474902e-03  6.232644430194500e+00
6.4100  5.625074532122216e-01  -2.239245692027188e-03  2.507110634631160e-06  6.245774546737206e+00
6.4200  5.618707023806139e-01  -1.250909282858009e-01  7.823870169701689e-03  6.231642285350630e+00
6.4300  5.600068259166968e-01  -2.475852764037363e-01  3.064923454595725e-02  6.190366788061295e+00
6.4400  5.569217667737236e-01  -3.692487570474157e-01  6.817232229053072e-02  6.122349604624289e+00
6.4500  5.526261884650587e-01  -4.896111016490269e-01  1.198595154289869e-01  6.028269572046469e+00
6.4600  5.471354331313409e-01  -6.082071610184023e-01  1.849579753570324e-01  5.909073925637235e+00
6.4700  5.404694611531169e-01  -7.245787400877747e-01  2.625071752935935e-01  5.765965772178000e+00
6.4800  5.326527725472490e-01  -8.382764052134487e-01  3.513536657687910e-01  5.600388110423086e+00
6.4900  5.237143104572931e-01  -9.488612569018926e-01  4.501688424247197e-01  5.414004635910106e+00
6.5000  5.136873471187078e-01  -1.055906660964209e+00  5.574694383342924e-01  5.208677615163467e+00
6.5100  5.026093527489187e-01  -1.158999931267005e+00  6.716404203384608e-01  4.986443158074785e+00
6.5200  4.905218478796505e-01  -1.257743957438714e+00  7.909599312367993e-01  4.749484255861489e+00
6.5300  4.774702397142794e-01  -1.351758771107653e+00  9.136258876332356e-01  4.500101984942649e+00
6.5400  4.635036431560106e-01  -1.440683044490677e+00  1.037783817341464e+00  4.240685303820786e+00
6.5500  4.486746872131744e-01  -1.524175515418309e+00  1.161555500900334e+00  3.973679890208498e+00
6.5600  4.330393075456491e-01  -1.601916333172483e+00  1.283067969242386e+00  3.701556478881429e+00
6.5700  4.166565259711092e-01  -1.673608319825622e+00  1.400482404094771e+00  3.426779166874487e+00
6.5800  3.995882178012619e-01  -1.738978142103203e+00  1.512022489356355e+00  3.151774151577699e+00
6.5900  3.818988679262613e-01  -1.797777389145100e+00  1.616001770460685e+00  2.878899359055984e+00
6.6000  3.636553166098983e-01  -1.849783551912369e+00  1.710849594462771e+00  2.610415404649611e+00
6.6100  3.449264959987642e-01  -1.894800900374314e+00  1.795135226029655e+00  2.348458305855622e+00
6.6200  3.257831583852399e-01  -1.932661255014041e+00  1.867589763316224e+00  2.095014338997776e+00
6.6300  3.062975972966992e-01  -1.963224649607855e+00  1.927125512413943e+00  1.851897396716323e+00
6.6400  2.865433625116295e-01  -1.986379882662874e+00  1.972852519123887e+00  1.620729163396037e+00
6.6500  2.665949701273382e-01  -2.002044955336701e+00  2.004092001594567e+00  1.402922380932353e+00
6.6600  2.465276088234404e-01  -2.010167394110972e+00  2.020386476173448e+00  1.199667428417360e+00
6.6700  2.264168434803397e-01  -2.010724456945433e+00  2.021506420879253e+00  1.011922387179444e+00
6.6800  2.063383173223474e-01  -2.003723222099036e+00  2.007453375389471e+00  8.404067079537603e-01
6.6900  1.863674537609085e-01  -1.989200559267623e+00  1.978459432495312e+00  6.855985406552439e-01
6.7000  1.665791591145873e-01  -1.967222983152185e+00  1.934983132721091e+00  5.477357301563941e-01
6.7100  1.470475273790018e-01  -1.937886390035692e+00  1.877701830342783e+00  4.268204245344598e-01
6.7200  1.278455482118064e-01  -1.901315678408202e+00  1.807500654480421e+00  3.226271863398893e-01
6.7300  1.090448192851325e-01  -1.857664255137552e+00  1.725458242407877e+00  2.347144434257984e-01
6.7400  9.071526414065942e-02  -1.807113429134645e+00  1.632829472879388e+00  1.624390646117749e-01
6.7500  7.292485666077168e-02  -1.749871694906353e+00  1.531025474317216e+00  1.049737977354603e-01
6.7600  5.573935324314577e-02  -1.686173908823604e+00  1.421591225398735e+00  6.132726421616645e-02
6.7700  3.922203373570727e-02  -1.616280361355652e+00  1.306181103251978e+00  3.036616579204946e-02
6.7800  2.343345215432530e-02  -1.540475748932077e+00  1.186532766523922e+00  1.083932619278239e-02
6.7900  8.431198167002506e-03  -1.459068049490199e+00  1.064439786521566e+00  1.403163681588951e-03
6.8000  -5.730329714173329e-03  -1.372387306145686e+00  9.417234590349070e-01  6.481700559095472e-04
6.8100  -1.900013833825508e-02  -1.280784323786763e+00  8.202042420289580e-01  7.125958144096965e-03
6.8200  -3.133084067251762e-02  -1.184629283736025e+00  7.016732699424644e-01  1.937643327799630e-02
6.8300  -4.267884231914710e-02  -1.084310281947271e+00  5.878643937682854e-01  3.595464474896840e-02
6.8400  -5.300451305549186e-02  -9.802317965064865e-01  4.804271874411670e-01  5.545688084669882e-02
6.8500  -6.227234272093470e-02  -8.728130904851539e-01  3.809013454611227e-01  7.654558560315049e-02
6.8600  -7.045108083522361e-02  -7.624865564491772e-01  2.906928743828621e-01  9.797269657590613e-02
6.8700  -7.751385939730393e-02  -6.496960091569695e-01  2.110524521572465e-01  1.186010305579247e-01
6.8800  -8.343829838007394e-02  -5.348949331847367e-01  1.430562947733520e-01  1.374233775463545e-01
6.8900  -8.820659350477875e-02  -4.185446923948575e-01  8.758982976595296e-02  1.535790021005277e-01
6.9000  -9.180558594869152e-02  -3.011127083138567e-01  4.533443155405288e-02  1.663672947433033e-01
6.9100  -9.422681371103390e-02  -1.830706146091626e-01  1.675742496668826e-02  1.752583636108227e-01
6.9200  -9.546654443447412e-02  -6.489239494817067e-02  2.105511461054683e-03  1.799004073705102e-01
6.9300  -9.552578955272878e-02  5.294748841128775e-02  1.401718264531725e-03  1.801237636915881e-01
6.9400  -9.441029970849260e-02  1.699759679133908e-01  1.444591483404702e-02  1.759415824140237e-01
6.9500  -9.213054145983830e-02  2.857232384865752e-01  4.081888450562817e-02  1.675471281434221e-01
6.9600  -8.870165536707567e-02  3.997246124442266e-01  7.988988289684359e-02  1.553077724127923e-01
6.9700  -8.414339562554260e-02  5.115223541832852e-01  1.308275594146051e-01  1.397557899123892e-01
6.9800  -7.848005148263140e-02  6.206674874399712e-01  1.926140649825234e-01  1.215761257282202e-01
6.9900  -7.174035074924325e-02  7.267215679701392e-01  2.640621186764888e-01  1.015913502114650e-01
7.0000  -6.395734578653051e-02  8.292584146582234e-01  3.438347591407350e-01  8.074406423235998e-02
7.0100  -5.516828241794884e-02  9.278657922228020e-01  4.304674641886240e-01  6.007705941711480e-02
7.0200  -4.541445228402746e-02  1.022147038877834e+00  5.223922845433626e-01  4.071157485760733e-02
7.0300  -3.474102922261160e-02  1.111722632525857e+00  6.179636058351105e-01  2.382402313235561e-02
7.0400  -2.319689032037542e-02  1.196231689302018e+00  7.154851272451795e-01  1.062158378320957e-02
7.0500  -1.083442234190016e-02  1.275333388554806e+00  8.132376259813424e-01  2.317081251183004e-03
7.0600  2.290685699678961e-03  1.348708318639652e+00  9.095070643838983e-01  1.035763852352213e-04
7.0700  1.611966301175997e-02  1.416059738214092e+00  1.002612591095481e+00  5.129105805355494e-03
7.0800  3.059088966093558e-02  1.477114748056678e+00  1.090933989463272e+00  1.847200154216326e-02
7.0900  4.564014046304087e-02  1.531625368784916e+00  1.172938135152765e+00  4.111721451733406e-02
7.1000  6.120083916199388e-02  1.579369520218905e+00  1.247204040698247e+00  7.393404971173556e-02
7.1100  7.720432189423043e-02  1.620151898525509e+00  1.312446087147906e+00  1.176556985395759e-01
7.1200  9.358010889888754e-02  1.653804747681307e+00  1.367535071726616e+00  1.728609253606938e-01
7.1300  1.102561834013468e-01  1.680188522209626e+00  1.411516735082484e+00  2.399582306725399e-01
7.1400  1.271592765694390e-01  1.699192438576090e+00  1.443627471657080e+00  3.191727738740419e-01
7.1500  1.442151574176432e-01  1.710734913066493e+00  1.463306971392310e+00  4.105362942148851e-01
7.1600  1.613489265150876e-01  1.714763884418834e+00  1.470207589653584e+00  5.138802203390931e-01
7.1700  1.784853123381447e-01  1.711257019936172e+00  1.464200294140415e+00  6.288321074672757e-01
7.1800  1.955489690979768e-01  1.700221804266786e+00  1.445377091852102e+00  7.548154875542307e-01
7.1900  2.124647748675659e-01  1.681695510501219e+00  1.414049895019977e+00  8.910531625622041e-01
7.2000  2.291581288315807e-01  1.655745053700199e+00  1.370745841426337e+00  1.036573915183680e+00
7.2100  2.455552464858917e-01  1.622466727431437e+00  1.316199140811039e+00  1.190222555820031e+00
7.2200  2.615834516216396e-01  1.581985824355003e+00  1.251339574230089e+00  1.350673170258907e+00
7.2300  2.771714639414506e-01  1.534456142354602e+00  1.177277826404883e+00  1.516445380161260e+00
7.2400  2.922496811726278e-01  1.480059378163761e+00  1.095287881445250e+00  1.685923379004299e+00
7.2500  3.067504545638671e-01  1.419004410879949e+00  1.006786759048375e+00  1.857377460320557e+00
7.2600  3.206083566781578e-01  1.351526478194205e+00  9.133119106300150e-01  2.028987713659466e+00
7.2700  3.337604404249305e-01  1.277886248587278e+00  8.164966321642326e-01  2.198869527341288e+00
7.2800  3.461464883090856e-01  1.198368793153824e+00  7.180438822024766e-01  2.365100506359371e+00
7.2900  3.577092509131531e-01  1.113282461112356e+00  6.196989191101917e-01  2.525748389212102e+00
7.3000  3.683946736713151e-01  1.022957663438722e+00  5.232211905940051e-01  2.678899529410658e+00
7.3100  3.781521110402377e-01  9.277455694235308e-01  4.303559207924957e-01  2.822687496209531e+00
7.3200  3.869345272213922e-01  8.280167212975241e-01  3.428058453741509e-01  2.955321344933073e+00
7.3300  3.946986826426206e-01  7.241595723923183e-01  2.622035431437126e-01  3.075113110201042e+00
7.3400  4.014053054629048e-01  6.165789546056527e-01  1.900848036312998e-01  3.180504085355753e+00
7.3500  4.070192474234005e-01  5.056944812193174e-01  1.278634541678373e-01  3.270089468317011e+00
7.3600  4.115096234295787e-01  3.919388913730562e-01  7.680804728537016e-02  3.342640977683835e+00
7.3700  4.148499343135191e-01  2.757563427279993e-01  3.802078027736090e-02  3.397127072803316e+00
7.3800  4.170181722917828e-01  1.576006590576554e-01  1.241898386770367e-02  3.432730447276614e+00
7.3900  4.179969087025825e-01  3.793353968237309e-02  7.194767164170870e-04  3.448862506416803e+00
7.4000  4.177733636759017e-01  -8.277726218623192e-02  3.426037567524090e-03  3.445174584876182e+00
7.4100  4.163394574615207e-01  -2.040597850016869e-01  2.082019792746733e-02  3.421565710310605e+00
7.4200  4.136918432122897e-01  -3.254397210563866e-01  5.295550602062935e-02  3.378186771771372e+00
7.4300  4.098319210931803e-01  -4.464422879235282e-01  9.965535822319725e-02  3.315441006686830e+00
7.4400  4.047658336603419e-01  -5.665941017815733e-01  1.605144380868339e-01  3.233980776953572e+00
7.4500  3.985044425283109e-01  -6.854250452281233e-01  2.349037463129874e-01  3.134700661914529e+00
7.4600  3.910632864173647e-01  -8.024701222118424e-01  3.219791485213447e-01  3.018726952961625e+00
7.4700  3.824625207464962e-01  -9.172712927619000e-01  4.206933122625436e-01  2.887403690271161e+00
7.4800  3.727268390103193e-01  -1.029379280274132e+00  5.298108513288448e-01  2.742275435885720e+00
7.4900  3.618853762500980e-01  -1.138355344221428e+00  6.479264448587430e-01  2.585067028154061e+00
7.5000  3.499715949997666e-01  -1.243773011292309e+00  7.734856518095692e-01  2.417660609631912e+00
7.5100  3.370231541569645e-01  -1.345219758125706e+00  9.048080988258916e-01  2.242070263191180e+00
7.5200  3.230817612964999e-01  -1.442298639001007e+00  1.040112682032078e+00  2.060414628611422e+00
7.5300  3.081930090089985e-01  -1.534629852059646e+00  1.177544391416305e+00  1.874887903743978e+00
7.5400  2.924061959105421e-01  -1.621852237877115e+00  1.315202340753503e+00  1.687729659943431e+00
7.5500  2.757741330295936e-01  -1.703624704471248e+00  1.451168566842373e+00  1.501193920447755e+00
7.5600  2.583529363352187e-01  -1.779627573122950e+00  1.583537149509740e+00  1.317517962455764e+00
7.5700  2.402018062253025e-01  -1.849563839698078e+00  1.710443198559349e+00  1.138891308604664e+00
7.5800  2.213827948449288e-01  -1.913160346492623e+00  1.830091255695887e+00  9.674253713094702e-01
7.5900  2.019605621531107e-01  -1.970168859976497e+00  1.940782668410544e+00  8.051242040199952e-01
7.6000  1.820021217004736e-01  -2.020367050182587e+00  2.040941508731744e+00  6.538567970228999e-01
7.6100  1.615765771210911e-01  -2.063559367875909e+00  2.129138632374211e+00  5.153313322182493e-01
7.6200  1.407548503783248e-01  -2.099577816041095e+00  2.204113502805947e+00  3.910717816909919e-01
7.6300  1.196094028370610e-01  -2.128282612643523e+00  2.264793439640370e+00  2.823971993367102e-01
7.6400  9.821395026304770e-02  -2.149562742048526e+00  2.310309991001589e+00  1.904040138402364e-01
7.6500  7.664317287400219e-02  -2.163336392922470e+00  2.340012174471402e+00  1.159515855821412e-01
7.6600  5.497242158668759e-02  -2.169551280887561e+00  2.353476380200427e+00  5.965124027314986e-02
7.6700  3.327742161916945e-02  -2.168184854656995e+00  2.350512781981987e+00  2.185893906508287e-02
7.6800  1.163397461790121e-02  -2.159244384836992e+00  2.331168156725040e+00  2.671689385069774e-03
7.6900  -9.882339514891432e-03  -2.142766935045238e+00  2.295725068961581e+00  1.927743651955847e-03
7.7000  -3.119645991687406e-02  -2.118819215459751e+00  2.244697433900738e+00  1.921057524911233e-02
7.7100  -5.223414001112337e-02  -2.087497319376172e+00  2.178822529201351e+00  5.385656354613599e-02
7.7200  -7.292223953640262e-02  -2.048926343813162e+00  2.099049581185786e+00  1.049662632796655e-01
7.7300  -9.318901220978119e-02  -2.003259895663252e+00  2.006525104786371e+00  1.714190790997826e-01
7.7400  -1.129643878864245e-01  -1.950679485338118e+00  1.902575227259492e+00  2.518911144109911e-01
7.7500  -1.321802481030969e-01  -1.891393810301337e+00  1.788685272823105e+00  3.448759155888034e-01
7.7600  -1.507706939180333e-01  -1.825637931316183e+00  1.666476928130217e+00  4.487077889805987e-01
7.7700  -1.686723049902359e-01  -1.753672344659455e+00  1.537683346211695e+00  5.615873294798537e-01
7.7800  -1.858243888758290e-01  -1.675781953962893e+00  1.404122578613846e+00  6.816087664938496e-01
7.7900  -2.021692195577120e-01  -1.592274945739877e+00  1.267669751415464e+00  8.067887063154193e-01
7.8000  -2.176522642672423e-01  -1.503481573035178e+00  1.130228420228166e+00  9.350958296713487e-01
7.8100  -2.322223977028867e-01  -1.409752851998169e+00  9.937015518584851e-01  1.064481089862511e+00
7.8200  -2.458321028005178e-01  -1.311459176523519e+00  8.599625858438734e-01  1.192907950634557e+00
7.8300  -2.584376572631066e-01  -1.208988856426765e+00  7.308270274820480e-01  1.318382203812595e+00
7.8400  -2.699993051137626e-01  -1.102746584923910e+00  6.080250152806727e-01  1.438980914775911e+00
7.8500  -2.804814125951817e-01  -9.931518414632221e-01  4.931752901008945e-01  1.552880058904401e+00
7.8600  -2.898526078003368e-01  -8.806372362125203e-01  3.877609709020132e-01  1.658380433952013e+00
7.8700  -2.980859034834521e-01  -7.656468027355025e-01  2.931075132695487e-01  1.753931461543194e+00
7.8800  -3.051588025666838e-01  -6.486342455951483e-01  2.103631922793936e-01  1.838152525194557e+00
7.8900  -3.110533859262180e-01  -5.300611498001012e-01  1.404824112637027e-01  1.909851531891013e+00
7.9000  -3.157563821114371e-01  -4.103951591605272e-01  8.421209333119724e-02  1.968040428663975e+00
7.9100  -3.192592187221025e-01  -2.901081307426449e-01  4.208136376149576e-02  2.011947454124620e+00
7.9200  -3.215580552408931e-01  -1.696742727054480e-01  1.439467940906137e-02  2.041025956729921e+00
7.9300  -3.226537971918224e-01  -4.956827286872633e-02  1.228506837594255e-03  2.054959665883738e+00
7.9400  -3.225520915687597e-01  6.973657460193620e-02  2.431594918605707e-03  2.053664357941980e+00
7.9500  -3.212633035521943e-01  1.877702370000714e-01  1.762883095153149e-02  2.037285915916645e+00
7.9600  -3.188024746062330e-01  3.040677980017802e-01  4.622861289082570e-02  2.006194838264581e+00
7.9700  -3.151892621212997e-01  4.181712923872021e-01  8.743361488839145e-02  1.960977307711941e+00
7.9800  -3.104478608408429e-01  5.296315133192023e-01  1.402547699503942e-01  1.902422984730770e+00
7.9900  -3.046069063822403e-01  6.380097850467824e-01  2.035282429077208e-01  1.831509741206534e+00
8.0000  -2.976993612327603e-01  7.428796940371772e-01  2.759351199063850e-01  1.749385597216039e+00
8.0100  -2.897623836706016e-01  8.438287717046618e-01  3.560234979782991e-01  1.657348166931298e+00
8.0200  -2.808371801284179e-01  9.404601220951153e-01  4.422326206255796e-01  1.556821957802815e+00
8.0300  -2.709688415820806e-01  1.032393988102637e+00  5.329186733352340e-01  1.449333899760206e+00
8.0400  -2.602061646104790e-01  1.119269250037081e+00  6.263818270392845e-01  1.336487507692394e+00
8.0500  -2.486014578326479e-01  1.200744850628365e+00  7.208940981552668e-01  1.219936100523270e+00
8.0600  -2.362103344862300e-01  1.276501140843735e+00  8.147275812876785e-01  1.101355513473930e+00
8.0700  -2.230914919659655e-01  1.346241141206671e+00  9.061826051387206e-01  9.824167463989985e-01
8.0800  -2.093064791923709e-01  1.409691713639606e+00  9.936153637520849e-01  8.647589903124741e-01
8.0900  -1.949194527287922e-01  1.466604639205750e+00  1.075464583869914e+00  7.499634664002475e-01
8.1000  -1.799969226094264e-01  1.516757597496687e+00  1.150276804781961e+00  6.395284970856923e-01
8.1100  -1.646074888815092e-01  1.559955043800569e+00  1.216729869339418e+00  5.348462073148164e-01
8.1200  -1.488215699015126e-01  1.596028980589152e+00  1.273654253440224e+00  4.371812265070334e-01
8.1300  -1.327111234577423e-01  1.624839620278981e+00  1.320051895814172e+00  3.476517280253468e-01
8.1400  -1.163493618200316e-01  1.646275936651151e+00  1.355112229798312e+00  2.672131040970591e-01
8.1500  -9.981046184119835e-02  1.660256102753442e+00  1.378225163365024e+00  1.966445304886976e-01
8.1600  -8.316927125445753e-02  1.666727813556689e+00  1.388990802241731e+00  1.365386276065406e-01
8.1700  -6.650101232599581e-02  1.665668492092003e+00  1.387225762774023e+00  8.729437382005320e-02
8.1800  -4.988098403235160e-02  1.657085378255361e+00  1.372965975413857e+00  4.911337350378209e-02
8.1900  -3.338426393806627e-02  1.641015499929130e+00  1.346465935503827e+00  2.199952741611610e-02
8.2000  -1.708541095025375e-02  1.617525526534505e+00  1.308194414495364e+00  5.762097457714135e-03
8.2100  -1.058170123275897e-03  1.586711505592867e+00  1.258826700990392e+00  2.210246603013118e-05
8.2200  1.462481932138114e-02  1.548698483335772e+00  1.199233496143260e+00  4.221927389598113e-03
8.2300  2.989231160762298e-02  1.503640010860863e+00  1.130466641130828e+00  1.763797581365512e-02
8.2400  4.467473651448652e-02  1.451717537782740e+00  1.053741904752991e+00  3.939614621329439e-02
8.2500  5.890447486965109e-02  1.393139695771787e+00  9.704191059675539e-01  6.848986628339196e-02
8.2600  7.251612633938107e-02  1.328141474808548e+00  8.819798885533120e-01  1.038003779709446e-01
8.2700  8.544676845796258e-02  1.256983295404633e+00  7.900035024631459e-01  1.441189290816344e-01
