# omega0=1, alpha=0.233
# theta0=0.8, theta_dot0=0
# t_start=0, t_end=50, h=0.00911928
#   t          x(t)                 v(t)       
3.638593523315884e+01 3.463152310498665e-01 9.722869885331033e-02
3.647712805329207e+01 3.545007013998644e-01 8.223361344509512e-02
3.656832087342530e+01 3.613037606538160e-01 6.691941562162920e-02
3.665951369355853e+01 3.666978131862685e-01 5.134110758987932e-02
3.675070651369176e+01 3.706612955809505e-01 3.555404997189444e-02
3.684189933382499e+01 3.731777093280705e-01 1.961396593093636e-02
3.693309215395822e+01 3.742356548326480e-01 3.576964463629970e-03
3.702428497409145e+01 3.738288681069838e-01 -1.250042545538054e-02
3.711547779422468e+01 3.719562607401355e-01 -2.856121862936143e-02
3.720667061435791e+01 3.686219629294016e-01 -4.454794421452814e-02
3.729786343449114e+01 3.638353685485050e-01 -6.040263192083141e-02
3.738905625462437e+01 3.576111804397130e-01 -7.606682225576428e-02
3.748024907475760e+01 3.499694533777389e-01 -9.148160856464028e-02
3.757144189489083e+01 3.409356314866860e-01 -1.065877176893607e-01
3.766263471502406e+01 3.305405763214242e-01 -1.213256348803810e-01
3.775382753515729e+01 3.188205813742109e-01 -1.356357771713607e-01
3.784502035529052e+01 3.058173684566579e-01 -1.494587177884875e-01
3.793621317542375e+01 2.915780612541677e-01 -1.627354623514367e-01
3.802740599555698e+01 2.761551313689285e-01 -1.754077756752360e-01
3.811859881569021e+01 2.596063123681144e-01 -1.874185559575016e-01
3.820979163582344e+01 2.419944777401996e-01 -1.987122510995111e-01
3.830098445595667e+01 2.233874792319032e-01 -2.092353099374565e-01
3.839217727608990e+01 2.038579427817368e-01 -2.189366593338031e-01
3.848337009622313e+01 1.834830201662562e-01 -2.277681964831559e-01
3.857456291635636e+01 1.623440955070168e-01 -2.356852845064142e-01
3.866575573648959e+01 1.405264469175582e-01 -2.426472385189246e-01
3.875694855662282e+01 1.181188647616156e-01 -2.486177889284259e-01
3.884814137675605e+01 9.521322920203022e-02 -2.535655087947855e-01
3.893933419688928e+01 7.190405089702505e-02 -2.574641926912332e-01
3.903052701702251e+01 4.828797979798320e-02 -2.602931756449564e-01
3.912171983715574e+01 2.446328797337634e-02 -2.620375823738577e-01
3.921291265728897e+01 5.293331838203217e-04 -2.626884991176185e-01
3.930410547742220e+01 -2.341398947327178e-02 -2.622430627998942e-01
3.939529829755543e+01 -4.726680017214794e-02 -2.607044649470566e-01
3.948649111768867e+01 -7.092978343609675e-02 -2.580818706037753e-01
3.957768393782190e+01 -9.430472605010361e-02 -2.543902552947072e-01
3.966887675795513e+01 -1.172950365765278e-01 -2.496501657523739e-01
3.976006957808836e+01 -1.398062398754326e-01 -2.438874125400014e-01
3.985126239822159e+01 -1.617464408686159e-01 -2.371327047368790e-01
3.994245521835482e+01 -1.830267527895250e-01 -2.294212384373423e-01
4.003364803848805e+01 -2.035616862856943e-01 -2.207922518844526e-01
4.012484085862128e+01 -2.232694969377430e-01 -2.112885605867413e-01
4.021603367875451e+01 -2.420724899796028e-01 -2.009560857511542e-01
4.030722649888774e+01 -2.598972822001006e-01 -1.898433888349083e-01
4.039841931902097e+01 -2.766750221314588e-01 -1.780012240240125e-01
4.048961213915420e+01 -2.923415706463635e-01 -1.654821190556501e-01
4.058080495928743e+01 -3.068376449595542e-01 -1.523399930969087e-01
4.067199777942066e+01 -3.201089297377454e-01 -1.386298184615556e-01
4.076319059955389e+01 -3.321061595465603e-01 -1.244073308788956e-01
4.085438341968712e+01 -3.427851771965085e-01 -1.097287909098147e-01
4.094557623982035e+01 -3.521069726908305e-01 -9.465079701320439e-02
4.103676905995358e+01 -3.600377074319282e-01 -7.923014876953749e-02
4.112796188008681e+01 -3.665487281215167e-01 -6.352375692466299e-02
4.121915470022004e+01 -3.716165744086501e-01 -4.758859527159810e-02
4.131034752035327e+01 -3.752229838191646e-01 -3.148168797588281e-02
4.140154034048650e+01 -3.773548968622882e-01 -1.526012479573561e-02
4.149273316061973e+01 -3.780044644795200e-01 1.018904231733894e-03
4.158392598075296e+01 -3.771690592028864e-01 1.729806366288195e-02
4.167511880088619e+01 -3.748512905504958e-01 3.351982641027910e-02
4.176631162101942e+01 -3.710590243333068e-01 4.962643574552472e-02
4.185750444115265e+01 -3.658054047045086e-01 6.555988462277042e-02
4.194869726128588e+01 -3.591088769778131e-01 8.126192085294091e-02
4.203989008141911e+01 -3.509932084986221e-01 9.667408583464646e-02
4.213108290155234e+01 -3.414875041968565e-01 1.117377934624562e-01
4.222227572168557e+01 -3.306262129053323e-01 1.263944545033876e-01
4.231346854181880e+01 -3.184491201142361e-01 1.405856501811975e-01
4.240466136195203e+01 -3.050013225693447e-01 1.542533569659834e-01
4.249585418208526e+01 -2.903331800248345e-01 1.673402226732490e-01
4.258704700221849e+01 -2.745002395424396e-01 1.797898919812439e-01
4.267823982235172e+01 -2.575631279940377e-01 1.915473774373247e-01
4.276943264248495e+01 -2.395874088752834e-01 2.025594700119420e-01
4.286062546261818e+01 -2.206434001678858e-01 2.127751813490414e-01
4.295181828275141e+01 -2.008059507845164e-01 2.221462081356030e-01
4.304301110288464e+01 -1.801541740725956e-01 2.306274075534779e-01
4.313420392301787e+01 -1.587711379133842e-01 2.381772716629737e-01
4.322539674315110e+01 -1.367435120960366e-01 2.447583878705401e-01
4.331658956328433e+01 -1.141611748318605e-01 2.503378724090492e-01
4.340778238341756e+01 -9.111678145695291e-02 2.548877640458885e-01
4.349897520355079e+01 -6.770529950425508e-02 2.583853660450331e-01
4.359016802368402e+01 -4.402351536148390e-02 2.608135257313386e-01
4.368136084381725e+01 -2.016951862439801e-02 2.621608427973580e-01
4.377255366395048e+01 3.757829034495854e-03 2.624217996866403e-01
4.386374648408371e+01 2.765943316595518e-02 2.615968098899560e-01
4.395493930421694e+01 5.143650643924762e-02 2.596921826901140e-01
4.404613212435017e+01 7.499110155190505e-02 2.567200056621076e-01
4.413732494448340e+01 9.822662981706662e-02 2.526979489484801e-01
4.422851776461663e+01 1.210483585752387e-01 2.476489978585473e-01
4.431971058474986e+01 1.433638812788059e-01 2.416011225693151e-01
4.441090340488309e+01 1.650835549850003e-01 2.345868955387981e-01
4.450209622501632e+01 1.861209010266100e-01 2.266430686060247e-01
4.459328904514955e+01 2.063929657643917e-01 2.178101226006636e-01
4.468448186528278e+01 2.258206395129886e-01 2.081318026019598e-01
4.477567468541601e+01 2.443289329249432e-01 1.976546517823186e-01
4.486686750554924e+01 2.618472112690594e-01 1.864275560813480e-01
4.495806032568247e+01 2.783093881081189e-01 1.745013108381681e-01
4.504925314581570e+01 2.936540808309255e-01 1.619282190356300e-01
4.514044596594893e+01 3.078247312960362e-01 1.487617290619825e-01
4.523163878608216e+01 3.207696954783086e-01 1.350561179599387e-01
4.532283160621540e+01 3.324423064613733e-01 1.208662240957459e-01
4.541402442634863e+01 3.428009153837731e-01 1.062472311223519e-01
4.550521724648186e+01 3.518089150252555e-01 9.125450310353055e-02
4.559641006661509e+01 3.594347506201375e-01 7.594346877201037e-02
4.568760288674832e+01 3.656519222195491e-01 6.036955116520167e-02
4.577879570688155e+01 3.704389825105750e-01 4.458813735676920e-02
4.586998852701478e+01 3.737795334578893e-01 2.865458171037829e-02
4.596118134714801e+01 3.756622244846776e-01 1.262423504362362e-02
4.605237416728124e+01 3.760807541782203e-01 -3.447508681941944e-03
4.614356698741447e+01 3.750338767160953e-01 -1.950515702795384e-02
4.623475980754770e+01 3.725254133865598e-01 -3.549306421092931e-02
4.632595262768093e+01 3.685642687463433e-01 -5.135538575602290e-02
4.641714544781416e+01 3.631644501456668e-01 -6.703605141031105e-02
4.650833826794739e+01 3.563450885781616e-01 -8.247876446900057e-02
4.659953108808062e+01 3.481304581061993e-01 -9.762703482870032e-02
4.669072390821385e+01 3.385499904927017e-01 -1.124242519997092e-01
4.678191672834708e+01 3.276382811602058e-01 -1.268138030009059e-01
4.687310954848031e+01 3.154350822164572e-01 -1.407392385488344e-01
4.696430236861354e+01 3.019852780503769e-01 -1.541444892666676e-01
4.705549518874677e+01 2.873388389270753e-01 -1.669741318169230e-01
4.714668800888000e+01 2.715507481059986e-01 -1.791737029512264e-01
4.723788082901323e+01 2.546808982778681e-01 -1.906900575274456e-01
4.732907364914646e+01 2.367939535638789e-01 -2.014717646341615e-01
4.742026646927969e+01 2.179591739384286e-01 -2.114695341567285e-01
4.751145928941292e+01 1.982501997114567e-01 -2.206366644946062e-01
4.760265210954615e+01 1.777447946182280e-01 -2.289295007735825e-01
4.769384492967938e+01 1.565245470860952e-01 -2.363078918628803e-01
4.778503774981261e+01 1.346745303460543e-01 -2.427356338714542e-01
4.787623056994584e+01 1.122829231929601e-01 -2.481808876121230e-01
4.796742339007907e+01 8.944059432937480e-02 -2.526165578203358e-01
4.805861621021230e+01 6.624065430934957e-02 -2.560206227078734e-01
4.814980903034553e+01 4.277798008522544e-02 -2.583764037071284e-01
4.824100185047876e+01 1.914871801047309e-02 -2.596727669790847e-01
4.833219467061199e+01 -4.550228172884760e-03 -2.599042503526762e-01
4.842338749074522e+01 -2.822171736314092e-02 -2.590711117471355e-01
4.851458031087845e+01 -5.176889190098341e-02 -2.571792976965923e-01
4.860577313101168e+01 -7.509569189585252e-02 -2.542403332301114e-01
4.869696595114491e+01 -9.810735606036475e-02 -2.502711369385827e-01
4.878815877127814e+01 -1.207109024973466e-01 -2.452937674635563e-01
4.887935159141137e+01 -1.428155835518448e-01 -2.393351097639626e-01
4.897054441154460e+01 -1.643333096852672e-01 -2.324265112634796e-01
4.906173723167783e+01 -1.851790383131255e-01 -2.246033792851218e-01
4.915293005181106e+01 -2.052711246291150e-01 -2.159047519968879e-01
4.924412287194429e+01 -2.245316325711274e-01 -2.063728554062530e-01
4.933531569207752e+01 -2.428866052235997e-01 -1.960526587611709e-01
4.942650851221075e+01 -2.602662950516170e-01 -1.849914400738552e-01
4.951770133234398e+01 -2.766053553856077e-01 -1.732383724333928e-01
4.960889415247721e+01 -2.918429954869927e-01 -1.608441403814818e-01
4.970008697261044e+01 -3.059231022970745e-01 -1.478605939691274e-01
4.979127979274367e+01 -3.187943325833299e-01 -1.343404462721408e-01
4.988247261287690e+01 -3.304101796360743e-01 -1.203370182005514e-01
4.997366543301013e+01 -3.407290189283334e-01 -1.059040324679010e-01

