8.000000e-01 0.000000e+00
7.978647e-01 -4.664830e-02
7.915278e-01 -9.211897e-02
7.811045e-01 -1.362428e-01
7.667250e-01 -1.788549e-01
7.485348e-01 -2.197927e-01
7.266938e-01 -2.588945e-01
7.013769e-01 -2.959988e-01
6.727735e-01 -3.309447e-01
6.410878e-01 -3.635718e-01
6.065385e-01 -3.937227e-01
5.693584e-01 -4.212443e-01
5.297939e-01 -4.459910e-01
4.881045e-01 -4.678275e-01
4.445611e-01 -4.866324e-01
3.994451e-01 -5.023020e-01
3.530463e-01 -5.147533e-01
3.056611e-01 -5.239277e-01
2.575900e-01 -5.297939e-01
2.091350e-01 -5.323497e-01
1.605968e-01 -5.316237e-01
1.122724e-01 -5.276759e-01
6.445151e-02 -5.205975e-01
1.741439e-02 -5.105096e-01
-2.857114e-02 -4.975612e-01
-7.325196e-02 -4.819266e-01
-1.163919e-01 -4.638018e-01
-1.577736e-01 -4.434011e-01
-1.971997e-01 -4.209525e-01
-2.344942e-01 -3.966944e-01
-2.695034e-01 -3.708706e-01
-3.020956e-01 -3.437273e-01
-3.321617e-01 -3.155090e-01
-3.596146e-01 -2.864560e-01
-3.843888e-01 -2.568011e-01
-4.064399e-01 -2.267680e-01
-4.257430e-01 -1.965694e-01
-4.422924e-01 -1.664059e-01
-4.560999e-01 -1.364652e-01
-4.671938e-01 -1.069215e-01
-4.756178e-01 -7.793561e-02
-4.814296e-01 -4.965492e-02
-4.846997e-01 -2.221365e-02
-4.855103e-01 4.266769e-03
-4.839540e-01 2.967721e-02
-4.801330e-01 5.392045e-02
-4.741578e-01 7.691068e-02
-4.661460e-01 9.857315e-02
-4.562218e-01 1.188438e-01
-4.445146e-01 1.376688e-01
-4.311582e-01 1.550048e-01
-4.162902e-01 1.708183e-01
-4.000504e-01 1.850857e-01
-3.825806e-01 1.977933e-01
-3.640233e-01 2.089371e-01
-3.445209e-01 2.185227e-01
-3.242148e-01 2.265656e-01
-3.032447e-01 2.330905e-01
-2.817476e-01 2.381313e-01
-2.598568e-01 2.417310e-01
