10 3.04644
20 5.69967
40 6.23664
80 8.0998
160 12.2025
320 18.8209
640 32.5948
1280 28.8025
2560 54.2625
5120 72.8617
10240 101.293
20480 156.077
40960 205.816
81920 288.372
