#  N   Simpsons      Milnes
#-----------------------------------------
   3  1.465313e+00  2.018012e+00
   5  1.463272e+00  1.812364e+00
   7  1.463159e+00  1.677220e+00
   9  1.463139e+00  1.647536e+00
  11  1.463134e+00  1.595513e+00
  13  1.463132e+00  1.588247e+00
  15  1.463131e+00  1.558918e+00
  17  1.463131e+00  1.557784e+00
  19  1.463131e+00  1.538167e+00
  21  1.463131e+00  1.539244e+00
  23  1.463131e+00  1.524804e+00
  25  1.463130e+00  1.526776e+00
  27  1.463130e+00  1.515481e+00
  29  1.463130e+00  1.517816e+00
  31  1.463130e+00  1.508605e+00
  33  1.463130e+00  1.511068e+00
  35  1.463130e+00  1.503326e+00
  37  1.463130e+00  1.505801e+00
  39  1.463130e+00  1.499145e+00
  41  1.463130e+00  1.501578e+00
  43  1.463130e+00  1.495752e+00
  45  1.463130e+00  1.498115e+00
  47  1.463130e+00  1.492943e+00
  49  1.463130e+00  1.495224e+00
  51  1.463130e+00  1.490580e+00
  53  1.463130e+00  1.492774e+00
  55  1.463130e+00  1.488563e+00
  57  1.463130e+00  1.490672e+00
  59  1.463130e+00  1.486823e+00
  61  1.463130e+00  1.488848e+00
  63  1.463130e+00  1.485305e+00
  65  1.463130e+00  1.487251e+00
  67  1.463130e+00  1.483971e+00
  69  1.463130e+00  1.485841e+00
  71  1.463130e+00  1.482787e+00
  73  1.463130e+00  1.484586e+00
  75  1.463130e+00  1.481731e+00
  77  1.463130e+00  1.483463e+00
  79  1.463130e+00  1.480783e+00
  81  1.463130e+00  1.482451e+00
  83  1.463130e+00  1.479926e+00
  85  1.463130e+00  1.481536e+00
  87  1.463130e+00  1.479149e+00
  89  1.463130e+00  1.480703e+00
  91  1.463130e+00  1.478441e+00
  93  1.463130e+00  1.479942e+00
  95  1.463130e+00  1.477793e+00
  97  1.463130e+00  1.479245e+00
  99  1.463130e+00  1.477197e+00
 101  1.463130e+00  1.478603e+00
 103  1.463130e+00  1.476648e+00
 105  1.463130e+00  1.478010e+00
 107  1.463130e+00  1.476140e+00
 109  1.463130e+00  1.477461e+00
 111  1.463130e+00  1.475669e+00
 113  1.463130e+00  1.476951e+00
 115  1.463130e+00  1.475230e+00
 117  1.463130e+00  1.476476e+00
 119  1.463130e+00  1.474822e+00
 121  1.463130e+00  1.476033e+00
 123  1.463130e+00  1.474440e+00
 125  1.463130e+00  1.475618e+00
 127  1.463130e+00  1.474082e+00
 129  1.463130e+00  1.475229e+00
 131  1.463130e+00  1.473746e+00
 133  1.463130e+00  1.474863e+00
 135  1.463130e+00  1.473430e+00
 137  1.463130e+00  1.474519e+00
 139  1.463130e+00  1.473133e+00
 141  1.463130e+00  1.474195e+00
 143  1.463130e+00  1.472852e+00
 145  1.463130e+00  1.473888e+00
 147  1.463130e+00  1.472586e+00
 149  1.463130e+00  1.473598e+00
 151  1.463130e+00  1.472335e+00
 153  1.463130e+00  1.473324e+00
 155  1.463130e+00  1.472097e+00
 157  1.463130e+00  1.473063e+00
 159  1.463130e+00  1.471870e+00
 161  1.463130e+00  1.472815e+00
 163  1.463130e+00  1.471655e+00
 165  1.463130e+00  1.472579e+00
 167  1.463130e+00  1.471450e+00
 169  1.463130e+00  1.472355e+00
 171  1.463130e+00  1.471255e+00
 173  1.463130e+00  1.472141e+00
 175  1.463130e+00  1.471069e+00
 177  1.463130e+00  1.471937e+00
 179  1.463130e+00  1.470891e+00
 181  1.463130e+00  1.471741e+00
 183  1.463130e+00  1.470721e+00
 185  1.463130e+00  1.471555e+00
 187  1.463130e+00  1.470558e+00
 189  1.463130e+00  1.471376e+00
 191  1.463130e+00  1.470402e+00
 193  1.463130e+00  1.471204e+00
 195  1.463130e+00  1.470252e+00
 197  1.463130e+00  1.471040e+00
 199  1.463130e+00  1.470109e+00
 201  1.463130e+00  1.470882e+00
 203  1.463130e+00  1.469971e+00
 205  1.463130e+00  1.470730e+00
 207  1.463130e+00  1.469838e+00
 209  1.463130e+00  1.470584e+00
 211  1.463130e+00  1.469711e+00
 213  1.463130e+00  1.470444e+00
 215  1.463130e+00  1.469588e+00
 217  1.463130e+00  1.470309e+00
 219  1.463130e+00  1.469470e+00
 221  1.463130e+00  1.470179e+00
 223  1.463130e+00  1.469356e+00
 225  1.463130e+00  1.470053e+00
 227  1.463130e+00  1.469246e+00
 229  1.463130e+00  1.469932e+00
 231  1.463130e+00  1.469140e+00
 233  1.463130e+00  1.469815e+00
 235  1.463130e+00  1.469037e+00
 237  1.463130e+00  1.469702e+00
 239  1.463130e+00  1.468938e+00
 241  1.463130e+00  1.469592e+00
 243  1.463130e+00  1.468842e+00
 245  1.463130e+00  1.469487e+00
 247  1.463130e+00  1.468750e+00
 249  1.463130e+00  1.469384e+00
 251  1.463130e+00  1.468660e+00
 253  1.463130e+00  1.469285e+00
 255  1.463130e+00  1.468573e+00
 257  1.463130e+00  1.469189e+00
 259  1.463130e+00  1.468489e+00
 261  1.463130e+00  1.469096e+00
 263  1.463130e+00  1.468407e+00
 265  1.463130e+00  1.469006e+00
 267  1.463130e+00  1.468328e+00
 269  1.463130e+00  1.468918e+00
 271  1.463130e+00  1.468251e+00
 273  1.463130e+00  1.468833e+00
 275  1.463130e+00  1.468176e+00
 277  1.463130e+00  1.468751e+00
 279  1.463130e+00  1.468104e+00
 281  1.463130e+00  1.468670e+00
 283  1.463130e+00  1.468033e+00
 285  1.463130e+00  1.468593e+00
 287  1.463130e+00  1.467965e+00
 289  1.463130e+00  1.468517e+00
 291  1.463130e+00  1.467898e+00
 293  1.463130e+00  1.468443e+00
 295  1.463130e+00  1.467834e+00
 297  1.463130e+00  1.468371e+00
 299  1.463130e+00  1.467770e+00
 301  1.463130e+00  1.468302e+00
 303  1.463130e+00  1.467709e+00
 305  1.463130e+00  1.468234e+00
 307  1.463130e+00  1.467649e+00
 309  1.463130e+00  1.468167e+00
 311  1.463130e+00  1.467591e+00
 313  1.463130e+00  1.468103e+00
 315  1.463130e+00  1.467534e+00
 317  1.463130e+00  1.468040e+00
 319  1.463130e+00  1.467479e+00
 321  1.463130e+00  1.467979e+00
 323  1.463130e+00  1.467425e+00
 325  1.463130e+00  1.467919e+00
 327  1.463130e+00  1.467372e+00
 329  1.463130e+00  1.467861e+00
 331  1.463130e+00  1.467321e+00
 333  1.463130e+00  1.467804e+00
 335  1.463130e+00  1.467271e+00
 337  1.463130e+00  1.467748e+00
 339  1.463130e+00  1.467222e+00
 341  1.463130e+00  1.467694e+00
 343  1.463130e+00  1.467174e+00
 345  1.463130e+00  1.467641e+00
 347  1.463130e+00  1.467128e+00
 349  1.463130e+00  1.467589e+00
 351  1.463130e+00  1.467082e+00
 353  1.463130e+00  1.467539e+00
 355  1.463130e+00  1.467037e+00
 357  1.463130e+00  1.467489e+00
 359  1.463130e+00  1.466994e+00
 361  1.463130e+00  1.467441e+00
 363  1.463130e+00  1.466951e+00
 365  1.463130e+00  1.467393e+00
 367  1.463130e+00  1.466909e+00
 369  1.463130e+00  1.467347e+00
 371  1.463130e+00  1.466869e+00
 373  1.463130e+00  1.467302e+00
 375  1.463130e+00  1.466829e+00
 377  1.463130e+00  1.467257e+00
 379  1.463130e+00  1.466790e+00
 381  1.463130e+00  1.467214e+00
 383  1.463130e+00  1.466751e+00
 385  1.463130e+00  1.467172e+00
 387  1.463130e+00  1.466714e+00
 389  1.463130e+00  1.467130e+00
 391  1.463130e+00  1.466677e+00
 393  1.463130e+00  1.467089e+00
 395  1.463130e+00  1.466641e+00
 397  1.463130e+00  1.467049e+00
 399  1.463130e+00  1.466606e+00
 401  1.463130e+00  1.467010e+00
 403  1.463130e+00  1.466571e+00
 405  1.463130e+00  1.466972e+00
 407  1.463130e+00  1.466538e+00
 409  1.463130e+00  1.466934e+00
 411  1.463130e+00  1.466504e+00
 413  1.463130e+00  1.466897e+00
 415  1.463130e+00  1.466472e+00
 417  1.463130e+00  1.466861e+00
 419  1.463130e+00  1.466440e+00
 421  1.463130e+00  1.466826e+00
 423  1.463130e+00  1.466408e+00
 425  1.463130e+00  1.466791e+00
 427  1.463130e+00  1.466378e+00
 429  1.463130e+00  1.466757e+00
 431  1.463130e+00  1.466348e+00
 433  1.463130e+00  1.466723e+00
 435  1.463130e+00  1.466318e+00
 437  1.463130e+00  1.466690e+00
 439  1.463130e+00  1.466289e+00
 441  1.463130e+00  1.466658e+00
 443  1.463130e+00  1.466260e+00
 445  1.463130e+00  1.466626e+00
 447  1.463130e+00  1.466232e+00
 449  1.463130e+00  1.466595e+00
 451  1.463130e+00  1.466205e+00
 453  1.463130e+00  1.466564e+00
 455  1.463130e+00  1.466178e+00
 457  1.463130e+00  1.466534e+00
 459  1.463130e+00  1.466151e+00
 461  1.463130e+00  1.466504e+00
 463  1.463130e+00  1.466125e+00
 465  1.463130e+00  1.466475e+00
 467  1.463130e+00  1.466099e+00
 469  1.463130e+00  1.466447e+00
 471  1.463130e+00  1.466074e+00
 473  1.463130e+00  1.466419e+00
 475  1.463130e+00  1.466049e+00
 477  1.463130e+00  1.466391e+00
 479  1.463130e+00  1.466025e+00
 481  1.463130e+00  1.466364e+00
 483  1.463130e+00  1.466001e+00
 485  1.463130e+00  1.466337e+00
 487  1.463130e+00  1.465977e+00
 489  1.463130e+00  1.466311e+00
 491  1.463130e+00  1.465954e+00
 493  1.463130e+00  1.466285e+00
 495  1.463130e+00  1.465931e+00
 497  1.463130e+00  1.466260e+00
 499  1.463130e+00  1.465909e+00
 501  1.463130e+00  1.466235e+00
